parada_id,fecha_inicio,fecha_fin,planta_id,linea_id,equipo_id,tipo_parada,planificada_flag,causa_parada,duracion_horas,impacto_produccion_proxy,impacto_energia_proxy
PAR_00000302,2024-01-08T15:33:00,2024-01-08T20:17:21.501942327,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,4.739,48.954,193.661
PAR_00000303,2024-01-10T17:33:00,2024-01-10T19:01:20.377358194,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,ErrorInspeccion,1.472,18.085,211.977
PAR_00000304,2024-01-12T07:39:00,2024-01-12T09:29:03.461771792,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,ErrorInspeccion,1.834,18.331,103.589
PAR_00000305,2024-01-15T22:00:00,2024-01-16T00:40:54.421216341,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,Planificada,1,MantenimientoPreventivoProgramado,2.682,29.486,189.231
PAR_00000306,2024-02-06T17:43:00,2024-02-06T19:51:28.257322131,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,2.141,23.275,201.179
PAR_00000307,2024-02-18T08:07:00,2024-02-18T10:38:09.803600126,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,NoConformidadLote,2.519,29.557,1864.028
PAR_00000308,2024-03-02T21:41:00,2024-03-03T00:00:12.343295834,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,NoConformidadLote,2.32,28.232,159.177
PAR_00000309,2024-03-05T12:40:00,2024-03-05T16:07:21.743416580,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,NoConformidadLote,3.456,36.945,717.576
PAR_00000310,2024-03-19T19:26:00,2024-03-19T23:53:55.572972462,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,FalloTransportador,4.465,41.14,326.982
PAR_00000311,2024-03-26T16:34:00,2024-03-26T16:55:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,FalloTransportador,0.35,4.144,28.519
PAR_00000312,2024-03-28T11:02:00,2024-03-28T14:00:24.277349474,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,AnomaliaInstrumentacion,2.973,32.206,229.963
PAR_00000313,2024-03-30T17:31:00,2024-03-30T20:02:40.413297763,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,NoConformidadLote,2.528,24.291,345.992
PAR_00000314,2024-04-04T21:20:00,2024-04-04T22:34:11.955283688,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,1.237,11.178,88.546
PAR_00000315,2024-04-10T04:38:00,2024-04-10T05:18:23.430986086,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,0.673,8.197,59.735
PAR_00000316,2024-04-16T02:26:00,2024-04-16T03:47:16.849634706,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,ErrorInspeccion,1.355,15.739,652.262
PAR_00000317,2024-04-24T13:32:00,2024-04-24T17:29:32.754475998,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,3.959,35.577,527.2
PAR_00000318,2024-05-05T12:00:00,2024-05-05T16:02:27.124440068,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,Planificada,1,MantenimientoPreventivoProgramado,4.041,46.928,443.391
PAR_00000319,2024-05-08T12:04:00,2024-05-08T18:28:20.853048967,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,NoConformidadLote,6.406,68.917,495.343
PAR_00000320,2024-05-17T22:04:00,2024-05-18T02:03:35.086271438,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,ErrorInspeccion,3.993,41.48,488.952
PAR_00000321,2024-05-22T04:31:00,2024-05-22T06:56:54.092508952,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,AnomaliaInstrumentacion,2.432,25.615,1611.599
PAR_00000322,2024-05-30T06:00:00,2024-05-30T08:59:59.024643921,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,CambioFormatoPlanificado,3.0,27.477,147.123
PAR_00000323,2024-05-31T21:07:00,2024-06-01T00:59:32.575574143,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,AnomaliaInstrumentacion,3.876,40.657,337.821
PAR_00000324,2024-06-01T03:26:00,2024-06-01T03:47:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,ErrorInspeccion,0.35,4.142,26.693
PAR_00000325,2024-06-11T00:30:00,2024-06-11T01:25:09.372867254,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,AnomaliaInstrumentacion,0.919,11.508,71.231
PAR_00000326,2024-06-27T01:45:00,2024-06-27T03:01:41.265729966,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,ErrorInspeccion,1.278,16.034,120.582
PAR_00000327,2024-07-01T22:00:00,2024-07-02T03:33:24.244129486,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,ParadaPlanificadaUtilidades,5.557,63.978,810.899
PAR_00000328,2024-07-12T10:31:00,2024-07-12T12:01:16.491304803,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,ErrorInspeccion,1.505,17.45,105.899
PAR_00000329,2024-07-16T03:16:00,2024-07-16T04:50:22.648250838,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,NoConformidadLote,1.573,13.675,150.439
PAR_00000330,2024-07-16T16:14:00,2024-07-16T21:41:26.070145567,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,NoConformidadLote,5.457,64.999,366.402
PAR_00000331,2024-07-18T12:00:00,2024-07-18T14:38:00.768074629,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,Planificada,1,CambioFormatoPlanificado,2.634,27.521,810.276
PAR_00000332,2024-07-28T08:00:00,2024-07-28T15:38:54.025977807,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,Planificada,1,MantenimientoPreventivoProgramado,7.648,85.395,1602.933
PAR_00000333,2024-07-31T16:34:00,2024-07-31T20:16:56.918070777,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,NoConformidadLote,3.716,43.035,264.673
PAR_00000334,2024-08-06T16:15:00,2024-08-06T16:36:57.832716135,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,FalloTransportador,0.366,4.061,250.13
PAR_00000335,2024-08-25T23:29:00,2024-08-26T03:29:42.188413982,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,AnomaliaInstrumentacion,4.012,45.04,193.45
PAR_00000336,2024-08-26T07:00:00,2024-08-26T09:43:52.753911888,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,MantenimientoPreventivoProgramado,2.731,31.967,411.064
PAR_00000337,2024-09-01T08:04:00,2024-09-01T09:32:44.737301352,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,FalloTransportador,1.479,16.097,452.189
PAR_00000338,2024-09-09T23:24:00,2024-09-10T00:45:07.644673,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,1.352,14.02,68.966
PAR_00000339,2024-09-24T02:00:00,2024-09-24T04:00:36.437624604,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,Planificada,1,CambioFormatoPlanificado,2.01,24.849,1087.387
PAR_00000340,2024-09-29T09:00:00,2024-09-29T10:45:43.527108517,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,1.762,21.314,127.763
PAR_00000341,2024-09-30T12:00:00,2024-09-30T16:04:10.549570886,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,NoConformidadLote,4.07,35.531,1119.488
PAR_00000342,2024-10-03T04:32:00,2024-10-03T05:21:05.690695317,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,FalloTransportador,0.818,7.964,452.32
PAR_00000343,2024-10-26T11:00:00,2024-10-26T12:32:18.426640056,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,CambioFormatoPlanificado,1.538,14.124,170.511
PAR_00000344,2024-11-01T11:27:00,2024-11-01T12:09:52.312509741,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,ErrorInspeccion,0.715,7.459,333.241
PAR_00000345,2024-11-07T11:03:00,2024-11-07T15:53:53.173819010,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,4.848,60.485,490.538
PAR_00000346,2024-11-08T10:00:00,2024-11-08T13:01:18.446541945,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,AnomaliaInstrumentacion,3.022,32.459,204.141
PAR_00000347,2024-11-09T19:00:00,2024-11-09T23:42:57.791250432,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,CambioFormatoPlanificado,4.716,60.326,248.145
PAR_00000348,2024-11-26T02:00:00,2024-11-26T07:54:26.545726638,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,InspeccionSeguridadReglamentaria,5.907,62.353,649.471
PAR_00000349,2024-11-29T06:43:00,2024-11-29T09:25:31.735631487,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,AnomaliaInstrumentacion,2.709,27.89,298.376
PAR_00000350,2024-11-29T22:37:00,2024-11-30T02:03:23.422800228,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,AnomaliaInstrumentacion,3.44,43.376,1164.062
PAR_00000351,2024-12-03T11:00:00,2024-12-04T00:02:40.802559583,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,Planificada,1,MantenimientoPreventivoProgramado,13.045,117.371,1582.704
PAR_00000352,2024-12-15T14:24:00,2024-12-15T19:32:24.324552823,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,ErrorInspeccion,5.14,58.899,3401.305
PAR_00000353,2025-01-10T03:34:00,2025-01-10T04:14:59.993586217,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,AnomaliaInstrumentacion,0.683,7.922,60.882
PAR_00000354,2025-01-15T12:27:00,2025-01-15T17:00:09.514468360,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,4.553,46.963,303.167
PAR_00000355,2025-01-22T07:00:00,2025-01-22T09:02:25.199916558,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,ErrorInspeccion,2.04,24.933,227.847
PAR_00000356,2025-01-22T22:16:00,2025-01-23T01:00:56.173031358,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,2.749,30.624,310.057
PAR_00000357,2025-01-31T18:23:00,2025-01-31T18:53:24.550497010,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,FalloTransportador,0.507,6.164,48.788
PAR_00000358,2025-02-04T14:09:00,2025-02-04T17:50:24.349111677,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,NoConformidadLote,3.69,41.475,134.249
PAR_00000359,2025-03-01T22:00:00,2025-03-02T03:55:41.237878587,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,Planificada,1,InspeccionSeguridadReglamentaria,5.928,60.585,1737.73
PAR_00000360,2025-03-04T08:38:00,2025-03-04T09:40:45.061261501,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,1.046,12.495,144.127
PAR_00000361,2025-03-12T07:14:00,2025-03-12T13:22:28.001523116,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,6.141,62.03,572.88
PAR_00000362,2025-03-14T02:40:00,2025-03-14T05:10:38.716566555,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,AnomaliaInstrumentacion,2.511,25.015,173.417
PAR_00000363,2025-03-15T14:00:00,2025-03-15T21:51:06.398520861,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,Planificada,1,InspeccionSeguridadReglamentaria,7.852,96.069,753.375
PAR_00000364,2025-03-16T12:19:00,2025-03-16T18:38:53.013073980,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,ErrorInspeccion,6.331,70.534,505.213
PAR_00000365,2025-04-19T03:23:00,2025-04-19T05:15:26.639695027,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,ErrorInspeccion,1.874,16.201,152.138
PAR_00000366,2025-04-25T14:00:00,2025-04-25T15:43:05.875193938,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,Planificada,1,MantenimientoPreventivoProgramado,1.718,15.79,189.755
PAR_00000367,2025-04-27T18:41:00,2025-04-28T01:56:51.341475240,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,AnomaliaInstrumentacion,7.264,78.113,468.899
PAR_00000368,2025-04-28T10:02:00,2025-04-28T10:50:13.666553035,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,AnomaliaInstrumentacion,0.804,7.396,55.657
PAR_00000369,2025-05-01T18:19:00,2025-05-01T18:40:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,AnomaliaInstrumentacion,0.35,4.108,36.619
PAR_00000370,2025-05-09T22:00:00,2025-05-10T01:34:11.328630488,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,Planificada,1,InspeccionSeguridadReglamentaria,3.57,32.095,1629.54
PAR_00000371,2025-05-17T02:18:00,2025-05-17T03:46:31.498764776,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,NoConformidadLote,1.475,18.024,903.98
PAR_00000372,2025-05-25T06:39:00,2025-05-25T07:31:17.313944977,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,0.871,9.461,87.613
PAR_00000373,2025-06-01T10:20:00,2025-06-01T10:41:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,AnomaliaInstrumentacion,0.35,3.086,55.744
PAR_00000374,2025-06-06T04:29:00,2025-06-06T06:01:29.077072105,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,FalloTransportador,1.541,15.08,100.177
PAR_00000375,2025-06-07T18:44:00,2025-06-07T21:08:33.077058346,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,NoConformidadLote,2.409,27.059,189.947
PAR_00000376,2025-06-10T16:45:00,2025-06-10T18:32:03.688919617,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,FalloTransportador,1.784,18.904,169.251
PAR_00000377,2025-06-11T10:32:00,2025-06-11T10:53:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,AnomaliaInstrumentacion,0.35,3.787,26.719
PAR_00000378,2025-06-21T15:04:00,2025-06-21T15:40:38.924209231,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,0.611,7.231,41.2
PAR_00000379,2025-07-11T02:10:00,2025-07-11T04:51:50.695146906,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,NoConformidadLote,2.697,28.29,178.371
PAR_00000380,2025-07-19T08:14:00,2025-07-19T08:52:51.782159893,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,ErrorInspeccion,0.648,7.236,42.283
PAR_00000381,2025-07-23T07:43:00,2025-07-23T08:09:06.814102452,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,ErrorInspeccion,0.435,5.491,40.147
PAR_00000382,2025-08-03T21:18:00,2025-08-03T21:53:33.614936138,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,ErrorInspeccion,0.593,7.242,266.301
PAR_00000383,2025-08-04T15:03:00,2025-08-04T18:18:05.589509745,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,NoConformidadLote,3.252,35.182,183.999
PAR_00000384,2025-08-07T00:00:00,2025-08-07T05:59:17.182394109,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,Planificada,1,CambioFormatoPlanificado,5.988,58.938,332.502
PAR_00000385,2025-08-07T06:22:00,2025-08-07T08:37:29.068344410,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,NoPlanificada,0,FalloTransportador,2.258,27.603,368.522
PAR_00000386,2025-08-13T08:03:00,2025-08-13T08:53:05.516647857,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,FalloTransportador,0.835,8.447,49.03
PAR_00000387,2025-08-16T02:33:00,2025-08-16T03:07:00.477932095,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,NoConformidadLote,0.567,7.239,304.006
PAR_00000388,2025-09-15T02:33:00,2025-09-15T04:25:59.066598525,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,AnomaliaInstrumentacion,1.883,17.744,130.257
PAR_00000389,2025-09-15T22:00:00,2025-09-16T00:02:27.766263048,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,Planificada,1,CambioFormatoPlanificado,2.041,22.94,208.985
PAR_00000390,2025-09-24T00:13:00,2025-09-24T00:54:29.727308950,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,AnomaliaInstrumentacion,0.692,7.942,151.938
PAR_00000391,2025-09-25T15:39:00,2025-09-25T17:46:17.184570686,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,AnomaliaInstrumentacion,2.121,21.846,287.875
PAR_00000392,2025-09-26T21:26:00,2025-09-27T00:47:56.712482294,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,AnomaliaInstrumentacion,3.366,41.264,1296.276
PAR_00000393,2025-09-28T00:17:00,2025-09-28T03:07:04.957432623,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,NoConformidadLote,2.835,29.826,278.376
PAR_00000394,2025-10-05T20:11:00,2025-10-06T00:52:45.695582916,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,ErrorInspeccion,4.696,56.561,263.342
PAR_00000395,2025-10-06T16:27:00,2025-10-06T23:38:23.129730790,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,AnomaliaInstrumentacion,7.19,91.374,4122.583
PAR_00000396,2025-10-12T17:31:00,2025-10-12T19:06:37.854349461,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,NoConformidadLote,1.594,18.987,63.397
PAR_00000397,2025-10-16T22:03:00,2025-10-17T00:28:46.320350916,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,NoConformidadLote,2.43,23.897,360.886
PAR_00000398,2025-11-08T04:18:00,2025-11-08T06:24:03.807345798,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,NoPlanificada,0,NoConformidadLote,2.101,26.321,302.406
PAR_00000399,2025-11-29T03:33:00,2025-11-29T04:26:06.399855247,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,ErrorInspeccion,0.885,10.868,641.573
PAR_00000400,2025-11-30T22:15:00,2025-11-30T23:31:35.577022778,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,NoConformidadLote,1.277,12.204,77.197
PAR_00000401,2025-12-09T13:29:00,2025-12-09T13:50:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,NoPlanificada,0,NoConformidadLote,0.35,3.877,62.467
PAR_00000402,2025-12-20T01:01:00,2025-12-20T07:14:57.276602241,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,AnomaliaInstrumentacion,6.233,57.185,1828.156
PAR_00000403,2025-12-26T10:10:00,2025-12-26T11:21:49.856223084,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,NoPlanificada,0,NoConformidadLote,1.197,10.412,335.293
PAR_00000404,2025-12-29T05:23:00,2025-12-29T06:55:23.692135412,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,NoPlanificada,0,NoConformidadLote,1.54,16.737,1081.695
PAR_00000405,2025-12-30T01:26:00,2025-12-30T03:08:24.487785165,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,NoPlanificada,0,ErrorInspeccion,1.707,19.459,136.466
PAR_00000406,2024-01-22T04:00:00,2024-01-22T07:06:37.141684365,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Planificada,1,ParadaPlanificadaUtilidades,3.11,34.202,2062.356
PAR_00000407,2024-02-05T00:00:00,2024-02-05T02:24:11.189450178,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Planificada,1,CambioFormatoPlanificado,2.403,22.918,212.999
PAR_00000408,2024-02-07T00:00:00,2024-02-07T07:51:38.412950547,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Planificada,1,MantenimientoPreventivoProgramado,7.861,75.925,1027.465
PAR_00000409,2024-02-10T01:36:00,2024-02-10T07:54:42.090582992,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,FalloHidraulico,6.312,58.884,3038.425
PAR_00000410,2024-02-15T06:00:00,2024-02-15T16:46:06.173125759,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Planificada,1,InspeccionSeguridadReglamentaria,10.768,109.957,1214.756
PAR_00000411,2024-02-26T17:00:00,2024-02-26T22:59:32.309462493,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Planificada,1,MantenimientoPreventivoProgramado,5.992,65.897,3457.432
PAR_00000412,2024-03-12T11:01:00,2024-03-12T12:49:30.126396697,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,InestabilidadTorque,1.808,15.633,523.637
PAR_00000413,2024-03-25T16:12:00,2024-03-25T18:15:13.808863396,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,NoPlanificada,0,AtascoMaterial,2.054,21.307,365.653
PAR_00000414,2024-04-01T22:00:00,2024-04-01T23:52:33.211194621,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Planificada,1,InspeccionSeguridadReglamentaria,1.876,16.576,184.519
PAR_00000415,2024-04-03T08:29:00,2024-04-03T11:11:47.782714557,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ02,NoPlanificada,0,DesalineacionRodillos,2.713,25.123,495.881
PAR_00000416,2024-04-06T06:00:00,2024-04-06T08:11:39.459865862,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Planificada,1,CambioFormatoPlanificado,2.194,17.737,1149.398
PAR_00000417,2024-04-11T06:41:00,2024-04-11T07:02:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,FalloHidraulico,0.35,3.263,147.663
PAR_00000418,2024-05-09T02:00:00,2024-05-09T04:36:34.331825206,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Planificada,1,ParadaPlanificadaUtilidades,2.61,29.384,856.456
PAR_00000419,2024-05-16T03:05:00,2024-05-16T04:31:44.213851644,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,NoPlanificada,0,DesalineacionRodillos,1.446,13.843,345.565
PAR_00000420,2024-05-22T07:10:00,2024-05-22T07:31:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,NoPlanificada,0,FalloHidraulico,0.35,2.685,46.49
PAR_00000421,2024-06-19T18:33:00,2024-06-19T19:49:53.755645328,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,FalloHidraulico,1.282,12.286,657.398
PAR_00000422,2024-06-25T08:00:00,2024-06-25T09:42:24.682331404,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Planificada,1,MantenimientoPreventivoProgramado,1.707,17.048,564.793
PAR_00000423,2024-06-29T04:45:00,2024-06-29T05:42:20.071692018,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,FalloHidraulico,0.956,7.614,709.249
PAR_00000424,2024-07-08T22:00:00,2024-07-09T04:29:02.420951557,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Planificada,1,InspeccionSeguridadReglamentaria,6.484,65.384,4349.552
PAR_00000425,2024-07-09T15:45:00,2024-07-09T17:15:21.499490649,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,AtascoMaterial,1.506,13.962,626.582
PAR_00000426,2024-07-15T19:29:00,2024-07-15T21:34:45.781187769,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,NoPlanificada,0,InestabilidadTorque,2.096,21.177,910.267
PAR_00000427,2024-07-25T08:23:00,2024-07-25T12:14:22.024278921,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,NoPlanificada,0,DesalineacionRodillos,3.856,31.79,404.694
PAR_00000428,2024-08-05T22:43:00,2024-08-06T01:04:36.618776686,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,NoPlanificada,0,AtascoMaterial,2.36,25.063,196.746
PAR_00000429,2024-08-20T16:38:00,2024-08-20T18:04:25.511367487,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,NoPlanificada,0,FalloHidraulico,1.44,14.73,151.848
