mantenimiento_id,fecha_inicio,fecha_fin,planta_id,linea_id,equipo_id,tipo_mantenimiento,programado_flag,correctivo_flag,horas_mantenimiento,coste_mantenimiento_proxy,resultado_mantenimiento
MAN_00000344,2025-05-25T06:39:00,2025-05-25T07:18:36,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoTermico,0,1,0.66,473.96,Estabilizado
MAN_00000345,2025-06-01T10:20:00,2025-06-01T10:50:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,CorrectivoMecanico,0,1,0.5,283.39,Estabilizado
MAN_00000346,2025-06-06T04:29:00,2025-06-06T06:21:20,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoMecanico,0,1,1.872,1486.57,Recuperado
MAN_00000347,2025-06-07T18:44:00,2025-06-07T21:20:17,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoInstrumentacion,0,1,2.605,2580.37,Recuperado
MAN_00000348,2025-06-10T16:45:00,2025-06-10T18:28:11,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,CorrectivoMecanico,0,1,1.72,758.29,Estabilizado
MAN_00000349,2025-06-11T10:32:00,2025-06-11T11:02:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoTermico,0,1,0.5,419.4,Estabilizado
MAN_00000350,2025-06-21T15:04:00,2025-06-21T15:45:09,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoTermico,0,1,0.686,598.55,Estabilizado
MAN_00000351,2025-07-11T02:10:00,2025-07-11T04:09:11,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoTermico,0,1,1.986,1569.93,Estabilizado
MAN_00000352,2025-07-19T08:14:00,2025-07-19T08:56:59,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoInstrumentacion,0,1,0.716,615.39,ParcialConSeguimiento
MAN_00000353,2025-07-23T07:43:00,2025-07-23T08:13:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoMecanico,0,1,0.5,362.5,Recuperado
MAN_00000354,2025-08-03T21:18:00,2025-08-03T21:55:19,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,CorrectivoInstrumentacion,0,1,0.622,511.47,Recuperado
MAN_00000355,2025-08-07T00:00:00,2025-08-07T05:10:48,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,Preventivo,1,0,5.18,2581.09,Exitoso
MAN_00000356,2025-08-07T06:22:00,2025-08-07T08:36:06,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ04,CorrectivoTermico,0,1,2.235,1316.5,Estabilizado
MAN_00000357,2025-08-13T08:03:00,2025-08-13T09:03:06,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoInstrumentacion,0,1,1.002,885.19,Recuperado
MAN_00000358,2025-08-16T02:33:00,2025-08-16T03:03:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,CorrectivoMecanico,0,1,0.5,374.56,Estabilizado
MAN_00000359,2025-09-15T02:33:00,2025-09-15T04:15:40,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoMecanico,0,1,1.711,1203.82,ParcialConSeguimiento
MAN_00000360,2025-09-15T22:00:00,2025-09-15T23:28:46,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,OverhaulParcial,1,0,1.48,1082.01,Exitoso
MAN_00000361,2025-09-24T00:13:00,2025-09-24T01:04:53,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,CorrectivoInstrumentacion,0,1,0.865,568.81,Estabilizado
MAN_00000362,2025-09-25T15:39:00,2025-09-25T18:18:34,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,CorrectivoInstrumentacion,0,1,2.659,1319.75,ParcialConSeguimiento
MAN_00000363,2025-09-26T21:26:00,2025-09-27T01:41:22,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,CorrectivoInstrumentacion,0,1,4.256,2857.74,Estabilizado
MAN_00000364,2025-09-28T00:17:00,2025-09-28T03:40:19,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,CorrectivoMecanico,0,1,3.389,1845.43,ParcialConSeguimiento
MAN_00000365,2025-10-05T20:11:00,2025-10-06T00:49:37,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoMecanico,0,1,4.644,4441.43,Estabilizado
MAN_00000366,2025-10-06T16:27:00,2025-10-06T23:20:26,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,CorrectivoInstrumentacion,0,1,6.891,4906.89,Estabilizado
MAN_00000367,2025-10-12T17:31:00,2025-10-12T18:55:23,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoMecanico,0,1,1.407,1239.59,Estabilizado
MAN_00000368,2025-10-16T22:03:00,2025-10-17T01:00:03,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoMecanico,0,1,2.951,2921.69,Recuperado
MAN_00000369,2025-11-08T04:18:00,2025-11-08T06:41:52,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ06,CorrectivoInstrumentacion,0,1,2.398,2103.57,ParcialConSeguimiento
MAN_00000370,2025-11-29T03:33:00,2025-11-29T04:18:45,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,CorrectivoMecanico,0,1,0.763,410.21,Recuperado
MAN_00000371,2025-11-30T22:15:00,2025-11-30T23:49:32,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoMecanico,0,1,1.576,1128.93,ParcialConSeguimiento
MAN_00000372,2025-12-09T13:29:00,2025-12-09T13:59:00,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ03,CorrectivoMecanico,0,1,0.5,231.61,ParcialConSeguimiento
MAN_00000373,2025-12-20T01:01:00,2025-12-20T07:43:17,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,CorrectivoTermico,0,1,6.705,4633.33,Estabilizado
MAN_00000374,2025-12-26T10:10:00,2025-12-26T11:26:48,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ02,CorrectivoInstrumentacion,0,1,1.28,972.85,Estabilizado
MAN_00000375,2025-12-29T05:23:00,2025-12-29T06:39:11,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ01,CorrectivoTermico,0,1,1.27,835.25,Estabilizado
MAN_00000376,2025-12-30T01:26:00,2025-12-30T02:54:33,PLT_BIZ,PLT_BIZ_L04,PLT_BIZ_L04_EQ05,CorrectivoMecanico,0,1,1.476,1147.34,Estabilizado
MAN_00000377,2024-01-22T04:00:00,2024-01-22T07:48:50,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Predictivo,1,0,3.814,3433.76,Exitoso
MAN_00000378,2024-02-05T00:00:00,2024-02-05T02:26:56,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Preventivo,1,0,2.449,1553.98,ExitosoConAjustes
MAN_00000379,2024-02-07T00:00:00,2024-02-07T07:39:48,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Predictivo,1,0,7.664,5359.12,Exitoso
MAN_00000380,2024-02-10T01:36:00,2024-02-10T08:35:35,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoTermico,0,1,6.993,6468.45,ParcialConSeguimiento
MAN_00000381,2024-02-15T06:00:00,2024-02-15T17:28:33,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,OverhaulParcial,1,0,11.476,6221.75,ExitosoConAjustes
MAN_00000382,2024-02-26T17:00:00,2024-02-26T23:20:35,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,6.343,6180.99,Exitoso
MAN_00000383,2024-03-12T11:01:00,2024-03-12T13:06:56,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,2.099,2077.86,Estabilizado
MAN_00000384,2024-03-25T16:12:00,2024-03-25T18:25:14,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,2.221,1495.23,Estabilizado
MAN_00000385,2024-04-01T22:00:00,2024-04-02T00:01:21,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Predictivo,1,0,2.023,1315.94,Exitoso
MAN_00000386,2024-04-03T08:29:00,2024-04-03T11:03:16,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ02,CorrectivoMecanico,0,1,2.571,1767.81,Estabilizado
MAN_00000387,2024-04-06T06:00:00,2024-04-06T08:02:41,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,2.045,1683.79,ExitosoConAjustes
MAN_00000388,2024-05-09T02:00:00,2024-05-09T03:56:28,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Predictivo,1,0,1.941,1659.49,ExitosoConAjustes
MAN_00000389,2024-05-16T03:05:00,2024-05-16T04:37:20,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoTermico,0,1,1.539,868.74,ParcialConSeguimiento
MAN_00000390,2024-05-22T07:10:00,2024-05-22T07:40:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoMecanico,0,1,0.5,340.46,Estabilizado
MAN_00000391,2024-06-19T18:33:00,2024-06-19T19:34:47,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,1.03,973.62,Estabilizado
MAN_00000392,2024-06-25T08:00:00,2024-06-25T09:49:56,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,1.832,1863.69,ExitosoConAjustes
MAN_00000393,2024-06-29T04:45:00,2024-06-29T05:26:29,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,0.692,671.52,Estabilizado
MAN_00000394,2024-07-08T22:00:00,2024-07-09T04:01:07,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Preventivo,1,0,6.019,5576.86,Exitoso
MAN_00000395,2024-07-09T15:45:00,2024-07-09T17:27:16,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,1.705,1790.69,Recuperado
MAN_00000396,2024-07-15T19:29:00,2024-07-15T21:12:45,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,1.729,1462.67,Estabilizado
MAN_00000397,2024-07-25T08:23:00,2024-07-25T13:07:38,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoInstrumentacion,0,1,4.744,3168.48,Estabilizado
MAN_00000398,2024-08-05T22:43:00,2024-08-06T00:29:21,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,1.773,1850.91,ParcialConSeguimiento
MAN_00000399,2024-08-20T16:38:00,2024-08-20T18:21:26,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoInstrumentacion,0,1,1.724,1018.56,Estabilizado
MAN_00000400,2024-08-24T18:35:00,2024-08-24T19:54:12,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoTermico,0,1,1.32,1269.25,ParcialConSeguimiento
MAN_00000401,2024-09-01T05:40:00,2024-09-01T09:26:04,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoInstrumentacion,0,1,3.768,3581.7,Estabilizado
MAN_00000402,2024-09-04T09:00:00,2024-09-04T20:23:10,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Predictivo,1,0,11.386,7424.19,ExitosoConAjustes
MAN_00000403,2024-09-07T22:15:00,2024-09-08T00:08:10,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoTermico,0,1,1.886,1552.98,Estabilizado
MAN_00000404,2024-10-01T06:00:00,2024-10-01T08:04:39,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,Predictivo,1,0,2.078,1095.61,Exitoso
MAN_00000405,2024-10-08T07:10:00,2024-10-08T09:06:25,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoTermico,0,1,1.941,1798.35,Recuperado
MAN_00000406,2024-10-17T07:00:00,2024-10-17T09:10:15,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,Predictivo,1,0,2.171,2080.09,Exitoso
MAN_00000407,2024-10-30T09:15:00,2024-10-30T11:08:39,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,1.894,2003.6,Estabilizado
MAN_00000408,2024-11-04T04:33:00,2024-11-04T06:29:29,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,1.941,1726.59,Estabilizado
MAN_00000409,2024-11-06T00:00:00,2024-11-06T05:14:16,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ02,Predictivo,1,0,5.238,3157.32,Exitoso
MAN_00000410,2024-11-08T03:18:00,2024-11-08T09:05:48,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,5.797,5361.92,Recuperado
MAN_00000411,2024-12-01T22:00:00,2024-12-02T01:29:48,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,OverhaulParcial,1,0,3.497,3363.79,Exitoso
MAN_00000412,2024-12-03T14:04:00,2024-12-03T14:34:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,0.5,401.99,Recuperado
MAN_00000413,2024-12-17T15:32:00,2024-12-17T19:53:57,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,4.366,3736.25,Estabilizado
MAN_00000414,2025-01-01T18:00:00,2025-01-02T02:22:03,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,8.368,8770.03,Exitoso
MAN_00000415,2025-01-11T00:27:00,2025-01-11T07:34:34,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,7.126,6379.35,Estabilizado
MAN_00000416,2025-02-04T02:03:00,2025-02-04T04:11:33,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ05,CorrectivoMecanico,0,1,2.143,1259.41,Estabilizado
MAN_00000417,2025-02-16T06:17:00,2025-02-16T10:19:07,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoMecanico,0,1,4.035,2461.15,Recuperado
MAN_00000418,2025-02-17T02:01:00,2025-02-17T03:02:13,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,1.02,890.22,Recuperado
MAN_00000419,2025-02-17T08:36:00,2025-02-17T10:14:01,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoTermico,0,1,1.634,1555.4,Estabilizado
MAN_00000420,2025-02-18T06:30:00,2025-02-18T07:00:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,0.5,410.72,ParcialConSeguimiento
MAN_00000421,2025-02-26T15:04:00,2025-02-26T19:18:19,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,4.239,2809.22,Estabilizado
MAN_00000422,2025-03-03T10:00:00,2025-03-03T15:43:42,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Predictivo,1,0,5.728,5680.16,Exitoso
MAN_00000423,2025-03-23T07:34:00,2025-03-23T11:29:18,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,3.922,3542.0,Estabilizado
MAN_00000424,2025-03-26T06:33:00,2025-03-26T07:03:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,0.5,403.55,Recuperado
MAN_00000425,2025-03-29T08:28:00,2025-03-29T12:57:08,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoInstrumentacion,0,1,4.486,4465.96,Recuperado
MAN_00000426,2025-04-01T23:28:00,2025-04-02T00:33:22,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,1.09,858.04,Estabilizado
MAN_00000427,2025-04-06T03:14:00,2025-04-06T07:49:58,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,4.6,2681.63,Estabilizado
MAN_00000428,2025-04-23T08:38:00,2025-04-23T09:51:57,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoInstrumentacion,0,1,1.233,816.0,Estabilizado
MAN_00000429,2025-04-29T18:44:00,2025-04-29T19:37:53,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoTermico,0,1,0.898,890.63,ParcialConSeguimiento
MAN_00000430,2025-05-02T05:08:00,2025-05-02T06:42:10,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoMecanico,0,1,1.57,1094.67,Estabilizado
MAN_00000431,2025-05-03T07:43:00,2025-05-03T09:36:06,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoInstrumentacion,0,1,1.885,1810.22,ParcialConSeguimiento
MAN_00000432,2025-05-08T20:13:00,2025-05-08T22:37:01,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,2.4,2382.53,Estabilizado
MAN_00000433,2025-05-09T06:13:00,2025-05-09T10:32:44,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoInstrumentacion,0,1,4.329,2491.26,Estabilizado
MAN_00000434,2025-05-11T14:27:00,2025-05-11T20:02:55,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoTermico,0,1,5.599,3527.57,ParcialConSeguimiento
MAN_00000435,2025-05-14T05:38:00,2025-05-14T06:29:21,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoTermico,0,1,0.856,518.05,Estabilizado
MAN_00000436,2025-05-18T15:10:00,2025-05-18T21:03:49,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,5.897,4745.79,Estabilizado
MAN_00000437,2025-06-04T00:11:00,2025-06-04T03:11:16,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoInstrumentacion,0,1,3.005,1786.56,Estabilizado
MAN_00000438,2025-06-05T23:00:00,2025-06-06T04:15:15,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,Preventivo,1,0,5.254,5256.28,Exitoso
MAN_00000439,2025-06-11T08:40:00,2025-06-11T14:46:45,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoTermico,0,1,6.113,4907.04,Estabilizado
MAN_00000440,2025-06-17T00:23:00,2025-06-17T00:53:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoInstrumentacion,0,1,0.5,505.55,Estabilizado
MAN_00000441,2025-06-26T20:26:00,2025-06-26T21:06:09,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoMecanico,0,1,0.669,660.95,Estabilizado
MAN_00000442,2025-06-29T00:39:00,2025-06-29T05:01:47,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,4.38,4549.5,Estabilizado
MAN_00000443,2025-07-05T23:18:00,2025-07-06T00:50:02,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoTermico,0,1,1.534,1342.89,ParcialConSeguimiento
MAN_00000444,2025-07-06T17:00:00,2025-07-06T23:21:31,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Predictivo,1,0,6.359,6569.55,ExitosoConAjustes
MAN_00000445,2025-07-07T09:00:00,2025-07-07T17:22:04,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,Preventivo,1,0,8.368,4398.13,Exitoso
MAN_00000446,2025-07-08T05:00:00,2025-07-08T07:27:01,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Preventivo,1,0,2.45,2221.05,ExitosoConAjustes
MAN_00000447,2025-07-10T07:28:00,2025-07-10T08:31:33,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoInstrumentacion,0,1,1.059,941.75,ParcialConSeguimiento
MAN_00000448,2025-07-10T13:41:00,2025-07-10T20:02:30,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoTermico,0,1,6.359,6324.35,Recuperado
MAN_00000449,2025-07-11T11:00:00,2025-07-11T14:44:10,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,3.736,3363.1,ExitosoConAjustes
MAN_00000450,2025-07-15T22:00:00,2025-07-16T00:29:02,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,OverhaulParcial,1,0,2.484,2354.88,Exitoso
MAN_00000451,2025-07-16T10:00:00,2025-07-16T15:39:13,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Predictivo,1,0,5.654,5604.23,Exitoso
MAN_00000452,2025-07-18T09:42:00,2025-07-18T10:12:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoInstrumentacion,0,1,0.5,310.99,Estabilizado
MAN_00000453,2025-07-25T14:30:00,2025-07-25T16:52:57,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,2.383,2025.16,Recuperado
MAN_00000454,2025-07-25T19:13:00,2025-07-25T19:43:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,0.5,262.97,Recuperado
MAN_00000455,2025-07-27T00:00:00,2025-07-27T08:41:23,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Preventivo,1,0,8.69,8891.15,Exitoso
MAN_00000456,2025-07-29T06:23:00,2025-07-29T08:22:34,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoInstrumentacion,0,1,1.993,1908.3,Estabilizado
MAN_00000457,2025-08-01T20:00:00,2025-08-01T23:16:19,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ02,Preventivo,1,0,3.272,1786.78,Exitoso
MAN_00000458,2025-08-06T08:11:00,2025-08-06T10:24:48,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,CorrectivoInstrumentacion,0,1,2.23,1824.44,Estabilizado
MAN_00000459,2025-08-21T12:16:00,2025-08-21T14:57:36,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoInstrumentacion,0,1,2.693,1806.28,Recuperado
MAN_00000460,2025-08-23T08:00:00,2025-08-23T10:38:23,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,OverhaulParcial,1,0,2.64,2571.09,Exitoso
MAN_00000461,2025-08-27T14:22:00,2025-08-27T15:20:07,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoTermico,0,1,0.969,585.57,Recuperado
MAN_00000462,2025-09-02T04:12:00,2025-09-02T05:43:55,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,1.532,1606.45,Estabilizado
MAN_00000463,2025-09-04T09:37:00,2025-09-04T11:13:56,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,1.616,1139.79,Estabilizado
MAN_00000464,2025-09-05T17:22:00,2025-09-05T19:21:50,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoTermico,0,1,1.997,1235.85,Recuperado
MAN_00000465,2025-09-12T03:00:00,2025-09-12T05:32:55,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ05,Predictivo,1,0,2.549,1487.0,Exitoso
MAN_00000466,2025-09-14T20:00:00,2025-09-15T02:00:00,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,Predictivo,1,0,6.0,5367.1,Exitoso
MAN_00000467,2025-09-15T22:00:00,2025-09-16T00:56:31,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,2.942,2448.31,Exitoso
MAN_00000468,2025-09-25T07:42:00,2025-09-25T13:26:56,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ02,CorrectivoMecanico,0,1,5.749,3424.03,ParcialConSeguimiento
MAN_00000469,2025-09-25T17:40:00,2025-09-25T18:52:50,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ05,CorrectivoMecanico,0,1,1.214,576.97,ParcialConSeguimiento
MAN_00000470,2025-10-11T18:23:00,2025-10-11T19:02:23,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoMecanico,0,1,0.657,535.73,Recuperado
MAN_00000471,2025-10-24T03:10:00,2025-10-24T06:26:05,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,CorrectivoTermico,0,1,3.268,2771.36,ParcialConSeguimiento
MAN_00000472,2025-11-15T19:06:00,2025-11-15T20:55:11,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ02,CorrectivoTermico,0,1,1.82,1245.97,Recuperado
MAN_00000473,2025-11-23T01:13:00,2025-11-23T02:39:52,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoInstrumentacion,0,1,1.448,981.56,ParcialConSeguimiento
MAN_00000474,2025-11-26T13:00:00,2025-11-26T16:22:54,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,Predictivo,1,0,3.382,3163.29,Exitoso
MAN_00000475,2025-12-02T05:22:00,2025-12-02T07:03:17,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,1.688,951.11,Estabilizado
MAN_00000476,2025-12-04T00:05:00,2025-12-04T01:23:54,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ06,CorrectivoInstrumentacion,0,1,1.315,752.62,ParcialConSeguimiento
MAN_00000477,2025-12-04T07:00:00,2025-12-04T18:12:17,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,11.205,11206.15,Exitoso
MAN_00000478,2025-12-07T03:23:00,2025-12-07T05:35:22,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ03,CorrectivoMecanico,0,1,2.206,1524.18,ParcialConSeguimiento
MAN_00000479,2025-12-28T09:00:00,2025-12-28T13:03:22,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ01,OverhaulParcial,1,0,4.056,4103.7,PendienteOptimizar
MAN_00000480,2024-01-07T14:28:00,2024-01-07T15:22:14,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ03,CorrectivoMecanico,0,1,0.904,555.47,ParcialConSeguimiento
