desvio_id,timestamp,planta_id,linea_id,equipo_id,variable_proceso,valor_observado,valor_objetivo,desviacion_pct,severidad_desvio,duracion_min,causa_probable_proxy,impacto_en_calidad_proxy
DES_00001395,2025-02-04T00:35:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,72.9621,68.0,7.2972,Medio,54.509,TransitorioArranque,0.3827
DES_00001396,2025-02-04T06:45:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,61.5163,68.0,-9.5348,Alto,47.817,DerivaInstrumentacion,0.4504
DES_00001397,2025-02-04T06:00:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.6747,1.6,4.6714,Medio,9.091,MateriaPrimaVariable,0.4169
DES_00001398,2025-02-08T03:42:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.4791,1.6,-7.5591,Alto,6.115,TransitorioArranque,0.5076
DES_00001399,2025-02-14T16:41:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6285,1.6,1.7814,Bajo,21.807,InestabilidadControlPID,0.1688
DES_00001400,2025-02-14T22:56:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,69.9521,68.0,2.8708,Bajo,11.728,SetpointFueraBanda,0.3524
DES_00001401,2025-02-15T03:36:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,103.9955,92.0,13.0386,Critico,29.964,SetpointFueraBanda,0.8706
DES_00001402,2025-02-15T03:26:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,velocidad_lineal,97.5672,92.0,6.0513,Medio,46.267,SetpointFueraBanda,0.3796
DES_00001403,2025-02-16T17:46:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,70.2011,68.0,3.2369,Bajo,16.155,SetpointFueraBanda,0.1222
DES_00001404,2025-02-17T20:11:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,93.2265,92.0,1.3332,Bajo,19.102,InestabilidadControlPID,0.0226
DES_00001405,2025-02-20T00:34:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,velocidad_lineal,90.6779,92.0,-1.437,Bajo,9.434,InestabilidadControlPID,0.1506
DES_00001406,2025-02-21T05:31:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,93.1798,92.0,1.2824,Bajo,26.801,SetpointFueraBanda,0.2349
DES_00001407,2025-02-21T12:24:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,tension_traccion,70.6968,68.0,3.966,Medio,18.782,SetpointFueraBanda,0.2593
DES_00001408,2025-02-21T21:34:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.5819,1.6,-1.1322,Bajo,12.006,SetpointFueraBanda,0.1238
DES_00001409,2025-02-24T05:40:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,61.708,68.0,-9.253,Alto,33.352,MateriaPrimaVariable,0.499
DES_00001410,2025-02-24T21:12:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,68.9592,68.0,1.4106,Bajo,31.354,TransitorioArranque,0.1433
DES_00001411,2025-02-27T01:47:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,velocidad_lineal,90.6623,92.0,-1.454,Bajo,16.203,TransitorioArranque,0.1737
DES_00001412,2025-02-27T16:11:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,93.5415,92.0,1.6756,Bajo,21.541,MateriaPrimaVariable,0.104
DES_00001413,2025-02-27T16:51:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,velocidad_lineal,93.0736,92.0,1.167,Bajo,34.56,TransitorioArranque,0.1126
DES_00001414,2025-03-04T22:21:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,tension_traccion,64.4181,68.0,-5.2675,Medio,22.648,MateriaPrimaVariable,0.2643
DES_00001415,2025-03-08T17:03:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,87.8607,92.0,-4.4993,Medio,27.585,DerivaInstrumentacion,0.4188
DES_00001416,2025-03-10T08:02:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,91.1302,92.0,-0.9454,Bajo,27.721,MateriaPrimaVariable,0.1745
DES_00001417,2025-03-11T20:14:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,tension_traccion,68.6648,68.0,0.9776,Bajo,22.068,SetpointFueraBanda,0.2569
DES_00001418,2025-03-11T20:10:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.5616,1.6,-2.3987,Bajo,26.439,MateriaPrimaVariable,0.2
DES_00001419,2025-03-13T19:03:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,velocidad_lineal,101.2663,92.0,10.0721,Alto,10.303,MateriaPrimaVariable,0.4892
DES_00001420,2025-03-13T22:25:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,86.2743,92.0,-6.2236,Medio,28.991,InestabilidadControlPID,0.3155
DES_00001421,2025-03-14T00:16:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,velocidad_lineal,96.724,92.0,5.1348,Medio,8.948,TransitorioArranque,0.3894
DES_00001422,2025-03-15T08:47:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,108.4162,92.0,17.8437,Critico,21.9,TransitorioArranque,0.782
DES_00001423,2025-03-15T09:44:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6682,1.6,4.2624,Medio,29.955,DerivaInstrumentacion,0.2436
DES_00001424,2025-03-16T04:53:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,75.6287,92.0,-17.7949,Critico,34.431,DerivaInstrumentacion,0.7313
DES_00001425,2025-03-16T04:00:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,rugosidad,1.747,1.6,9.1901,Alto,33.526,InestabilidadControlPID,0.6276
DES_00001426,2025-03-17T07:49:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,69.1921,68.0,1.7531,Bajo,14.686,TransitorioArranque,0.0257
DES_00001427,2025-03-18T11:22:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.4922,1.6,-6.7392,Medio,12.468,MateriaPrimaVariable,0.3711
DES_00001428,2025-03-19T16:05:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,83.8966,92.0,-8.8081,Alto,12.977,SetpointFueraBanda,0.6641
DES_00001429,2025-03-21T10:52:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,88.8655,92.0,-3.407,Bajo,18.067,TransitorioArranque,0.2629
DES_00001430,2025-03-22T21:32:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6132,1.6,0.8227,Bajo,23.702,DerivaInstrumentacion,0.1557
DES_00001431,2025-03-22T21:48:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,63.2349,68.0,-7.0074,Medio,25.897,MateriaPrimaVariable,0.4509
DES_00001432,2025-03-25T03:47:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,velocidad_lineal,94.5853,92.0,2.8101,Bajo,11.545,InestabilidadControlPID,0.2231
DES_00001433,2025-03-25T08:46:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,70.4348,68.0,3.5805,Medio,6.356,SetpointFueraBanda,0.4341
DES_00001434,2025-03-27T23:58:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,68.6155,68.0,0.9051,Bajo,24.342,MateriaPrimaVariable,0.1777
DES_00001435,2025-03-29T00:31:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,64.4402,68.0,-5.235,Medio,28.473,DerivaInstrumentacion,0.2568
DES_00001436,2025-03-31T21:05:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,65.5556,68.0,-3.5947,Medio,27.231,DerivaInstrumentacion,0.3587
DES_00001437,2025-03-31T21:04:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.6181,1.6,1.1337,Bajo,5.803,DerivaInstrumentacion,0.0907
DES_00001438,2025-04-01T02:41:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,100.7029,92.0,9.4597,Alto,23.541,InestabilidadControlPID,0.5227
DES_00001439,2025-04-03T08:02:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,rugosidad,1.6224,1.6,1.4002,Bajo,34.237,TransitorioArranque,0.0939
DES_00001440,2025-04-03T12:48:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,velocidad_lineal,95.248,92.0,3.5305,Medio,11.405,InestabilidadControlPID,0.255
DES_00001441,2025-04-07T13:55:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.5253,1.6,-4.6665,Medio,35.8,MateriaPrimaVariable,0.3043
DES_00001442,2025-04-09T15:37:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,velocidad_lineal,84.5438,92.0,-8.1046,Alto,24.082,TransitorioArranque,0.408
DES_00001443,2025-04-11T20:34:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6604,1.6,3.7741,Medio,16.695,InestabilidadControlPID,0.3148
DES_00001444,2025-04-11T21:09:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.6933,1.6,5.8315,Medio,34.48,TransitorioArranque,0.286
DES_00001445,2025-04-14T15:51:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,95.0233,92.0,3.2861,Bajo,7.354,TransitorioArranque,0.2446
DES_00001446,2025-04-15T11:49:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,75.9168,68.0,11.6423,Alto,28.933,DerivaInstrumentacion,0.5523
DES_00001447,2025-04-16T16:06:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.5845,1.6,-0.9664,Bajo,36.835,TransitorioArranque,0.16
DES_00001448,2025-04-18T11:01:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,71.2286,68.0,4.748,Medio,14.544,SetpointFueraBanda,0.3596
DES_00001449,2025-04-19T03:31:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.6216,1.6,1.3509,Bajo,20.808,MateriaPrimaVariable,0.1685
DES_00001450,2025-04-19T04:57:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,70.0665,68.0,3.039,Bajo,15.018,TransitorioArranque,0.2808
DES_00001451,2025-04-19T11:30:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.6169,1.6,1.0562,Bajo,4.0,DerivaInstrumentacion,0.2686
DES_00001452,2025-04-19T11:47:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.4938,1.6,-6.6405,Medio,22.961,DerivaInstrumentacion,0.3983
DES_00001453,2025-04-21T00:43:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,58.9246,68.0,-13.3462,Critico,20.509,SetpointFueraBanda,0.7068
DES_00001454,2025-04-21T09:18:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,73.2653,68.0,7.7431,Alto,32.096,SetpointFueraBanda,0.4384
DES_00001455,2025-04-24T20:29:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,97.6958,92.0,6.1911,Medio,53.405,TransitorioArranque,0.2848
DES_00001456,2025-04-25T09:53:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,90.113,92.0,-2.0511,Bajo,10.107,DerivaInstrumentacion,0.2001
DES_00001457,2025-04-25T09:38:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.5418,1.6,-3.6393,Medio,21.923,DerivaInstrumentacion,0.4145
DES_00001458,2025-04-28T06:48:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.7184,1.6,7.3994,Medio,24.104,TransitorioArranque,0.354
DES_00001459,2025-05-04T02:29:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,99.0929,92.0,7.7096,Alto,16.137,InestabilidadControlPID,0.5301
DES_00001460,2025-05-05T02:51:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.8339,1.6,14.6185,Critico,35.721,SetpointFueraBanda,0.7231
DES_00001461,2025-05-06T14:49:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,89.2939,92.0,-2.9414,Bajo,35.222,TransitorioArranque,0.3205
DES_00001462,2025-05-11T01:18:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,95.9636,92.0,4.3083,Medio,13.053,DerivaInstrumentacion,0.2951
DES_00001463,2025-05-12T03:30:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,93.0626,92.0,1.155,Bajo,23.365,InestabilidadControlPID,0.12
DES_00001464,2025-05-13T21:56:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.4977,1.6,-6.3968,Medio,13.141,DerivaInstrumentacion,0.271
DES_00001465,2025-05-15T05:29:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,112.7,92.0,22.5,Critico,25.417,SetpointFueraBanda,0.98
DES_00001466,2025-05-18T15:58:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,63.5898,68.0,-6.4856,Medio,24.951,TransitorioArranque,0.3792
DES_00001467,2025-05-19T19:44:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6696,1.6,4.3509,Medio,29.168,DerivaInstrumentacion,0.4183
DES_00001468,2025-05-19T21:30:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.7436,1.6,8.9719,Alto,6.09,SetpointFueraBanda,0.6127
DES_00001469,2025-05-23T23:58:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,tension_traccion,60.4201,68.0,-11.1469,Alto,34.761,TransitorioArranque,0.599
DES_00001470,2025-05-24T00:36:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.5212,1.6,-4.9224,Medio,36.434,DerivaInstrumentacion,0.3953
DES_00001471,2025-05-24T00:46:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.6279,1.6,1.7451,Bajo,8.688,MateriaPrimaVariable,0.2002
DES_00001472,2025-05-27T17:21:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,97.8395,92.0,6.3473,Medio,26.372,DerivaInstrumentacion,0.383
DES_00001473,2025-05-29T12:24:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,123.1985,92.0,33.9114,Critico,30.671,InestabilidadControlPID,0.98
DES_00001474,2025-05-31T07:16:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,tension_traccion,64.7225,68.0,-4.8198,Medio,42.637,SetpointFueraBanda,0.2655
DES_00001475,2025-05-31T21:53:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6684,1.6,4.2736,Medio,32.51,DerivaInstrumentacion,0.2033
DES_00001476,2025-06-01T04:54:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,95.1775,92.0,3.4538,Bajo,19.144,InestabilidadControlPID,0.1917
DES_00001477,2025-06-01T08:31:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,71.6951,68.0,5.4339,Medio,19.919,MateriaPrimaVariable,0.4217
DES_00001478,2025-06-05T15:56:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,87.133,92.0,-5.2902,Medio,14.75,DerivaInstrumentacion,0.3269
DES_00001479,2025-06-08T10:06:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.4489,1.6,-9.4438,Alto,19.099,MateriaPrimaVariable,0.6496
DES_00001480,2025-06-11T07:17:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,68.7671,68.0,1.1281,Bajo,45.964,TransitorioArranque,0.1142
DES_00001481,2025-06-12T04:25:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.3041,1.6,-18.4953,Critico,26.295,DerivaInstrumentacion,0.8753
DES_00001482,2025-06-20T20:51:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,68.5123,68.0,0.7534,Bajo,26.279,InestabilidadControlPID,0.1883
DES_00001483,2025-06-23T02:32:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,94.1582,92.0,2.3458,Bajo,5.883,TransitorioArranque,0.1297
DES_00001484,2025-06-23T02:16:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.4445,1.6,-9.7219,Alto,30.23,MateriaPrimaVariable,0.5182
DES_00001485,2025-06-23T05:20:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,62.1275,68.0,-8.6361,Alto,15.823,MateriaPrimaVariable,0.3518
DES_00001486,2025-06-30T09:42:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,99.4646,92.0,8.1137,Alto,19.627,DerivaInstrumentacion,0.4664
DES_00001487,2025-07-01T04:53:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,71.1513,68.0,4.6343,Medio,4.533,InestabilidadControlPID,0.3497
DES_00001488,2025-07-03T01:36:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,60.5508,68.0,-10.9547,Alto,58.051,SetpointFueraBanda,0.489
DES_00001489,2025-07-04T07:52:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,66.4665,68.0,-2.2551,Bajo,20.225,DerivaInstrumentacion,0.2074
DES_00001490,2025-07-04T07:54:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6823,1.6,5.1412,Medio,57.459,TransitorioArranque,0.358
DES_00001491,2025-07-05T05:29:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.5488,1.6,-3.1979,Bajo,33.951,SetpointFueraBanda,0.0479
DES_00001492,2025-07-09T00:07:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,90.3649,92.0,-1.7773,Bajo,20.276,DerivaInstrumentacion,0.0545
DES_00001493,2025-07-09T10:18:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,70.5409,68.0,3.7367,Medio,12.764,TransitorioArranque,0.4226
DES_00001494,2025-07-10T12:15:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ03,tension_traccion,66.2373,68.0,-2.5922,Bajo,10.727,DerivaInstrumentacion,0.0803
DES_00001495,2025-07-10T21:55:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.4586,1.6,-8.8399,Alto,4.689,SetpointFueraBanda,0.5635
DES_00001496,2025-07-12T17:29:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,velocidad_lineal,99.6967,92.0,8.3659,Alto,27.573,InestabilidadControlPID,0.5849
DES_00001497,2025-07-13T12:54:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.6139,1.6,0.8678,Bajo,28.43,TransitorioArranque,0.076
DES_00001498,2025-07-14T01:03:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6702,1.6,4.387,Medio,4.0,InestabilidadControlPID,0.3122
DES_00001499,2025-07-14T08:28:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.4702,1.6,-8.1111,Alto,12.112,DerivaInstrumentacion,0.621
DES_00001500,2025-07-15T15:02:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.6665,1.6,4.1584,Medio,39.483,SetpointFueraBanda,0.2303
DES_00001501,2025-07-16T03:43:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,tension_traccion,67.1687,68.0,-1.2225,Bajo,19.113,MateriaPrimaVariable,0.1508
DES_00001502,2025-07-19T03:25:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,velocidad_lineal,94.6978,92.0,2.9324,Bajo,11.103,SetpointFueraBanda,0.1307
DES_00001503,2025-07-22T17:52:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,rugosidad,1.54,1.6,-3.7527,Medio,7.046,MateriaPrimaVariable,0.4142
DES_00001504,2025-07-24T15:56:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.5816,1.6,-1.1509,Bajo,6.947,SetpointFueraBanda,0.178
DES_00001505,2025-07-25T11:17:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.5456,1.6,-3.4009,Bajo,5.104,InestabilidadControlPID,0.142
DES_00001506,2025-07-28T03:25:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.6589,1.6,3.6822,Medio,23.833,DerivaInstrumentacion,0.2191
DES_00001507,2025-07-30T03:27:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,tension_traccion,66.8235,68.0,-1.7301,Bajo,25.174,TransitorioArranque,0.2029
DES_00001508,2025-08-01T03:13:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,rugosidad,1.6291,1.6,1.8193,Bajo,29.291,DerivaInstrumentacion,0.0615
DES_00001509,2025-08-08T16:29:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.5755,1.6,-1.5307,Bajo,15.046,SetpointFueraBanda,0.1155
DES_00001510,2025-08-11T13:38:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,velocidad_lineal,93.7807,92.0,1.9355,Bajo,32.356,DerivaInstrumentacion,0.1796
DES_00001511,2025-08-12T09:34:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.5769,1.6,-1.4434,Bajo,7.592,SetpointFueraBanda,0.2314
DES_00001512,2025-08-14T20:08:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.5819,1.6,-1.1312,Bajo,34.764,SetpointFueraBanda,0.1911
DES_00001513,2025-08-15T13:57:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,71.7871,68.0,5.5692,Medio,13.985,SetpointFueraBanda,0.2906
DES_00001514,2025-08-17T09:19:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,86.0525,92.0,-6.4647,Medio,7.909,DerivaInstrumentacion,0.4958
DES_00001515,2025-08-23T08:45:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,tension_traccion,73.3482,68.0,7.865,Alto,13.52,DerivaInstrumentacion,0.5871
DES_00001516,2025-08-23T12:28:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,rugosidad,1.414,1.6,-11.6249,Alto,44.194,TransitorioArranque,0.77
DES_00001517,2025-08-24T08:53:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,velocidad_lineal,94.2337,92.0,2.4279,Bajo,30.437,TransitorioArranque,0.1003
DES_00001518,2025-08-25T16:44:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,tension_traccion,69.4401,68.0,2.1178,Bajo,11.509,DerivaInstrumentacion,0.1172
DES_00001519,2025-08-31T03:50:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,70.1835,68.0,3.211,Bajo,12.589,TransitorioArranque,0.2214
DES_00001520,2025-08-31T14:32:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,rugosidad,1.7203,1.6,7.5199,Alto,6.433,SetpointFueraBanda,0.3298
DES_00001521,2025-09-01T18:21:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ05,tension_traccion,68.4905,68.0,0.7213,Bajo,17.392,SetpointFueraBanda,0.0438
DES_00001522,2025-09-04T00:10:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,tension_traccion,74.3557,68.0,9.3466,Alto,45.37,TransitorioArranque,0.4447
DES_00001523,2025-09-10T04:41:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.6759,1.6,4.7424,Medio,10.55,SetpointFueraBanda,0.3223
DES_00001524,2025-09-22T23:41:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,82.529,68.0,21.3662,Critico,15.467,MateriaPrimaVariable,0.8446
DES_00001525,2025-09-23T02:10:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ06,rugosidad,1.441,1.6,-9.9361,Alto,9.023,DerivaInstrumentacion,0.4899
DES_00001526,2025-09-24T09:34:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ01,tension_traccion,66.9177,68.0,-1.5917,Bajo,8.398,InestabilidadControlPID,0.1507
DES_00001527,2025-09-24T14:35:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ02,tension_traccion,66.2012,68.0,-2.6453,Bajo,15.245,MateriaPrimaVariable,0.1974
DES_00001528,2025-09-24T22:37:00,PLT_BIZ,PLT_BIZ_L03,PLT_BIZ_L03_EQ04,tension_traccion,73.8986,68.0,8.6745,Alto,7.17,TransitorioArranque,0.4962
