fecha,turno,planta_id,demanda_operativa_indice,mix_complejidad_indice,temperatura_ambiente,precio_energia_mercado_proxy,tension_operativa_proxy
2025-01-12,B,PLT_BIZ,0.9395,1.0788,19.88,141.671,0.8087
2025-01-12,C,PLT_BIZ,0.8925,1.0169,18.24,131.23,0.9405
2025-01-13,A,PLT_BIZ,1.0774,1.0695,24.46,141.846,0.854
2025-01-13,B,PLT_BIZ,1.0717,1.0211,19.53,167.334,0.8653
2025-01-13,C,PLT_BIZ,0.9218,0.9992,21.37,158.164,0.9804
2025-01-14,A,PLT_BIZ,1.1236,1.0917,15.2,144.9,0.899
2025-01-14,B,PLT_BIZ,1.1165,1.0904,14.53,161.654,0.8896
2025-01-14,C,PLT_BIZ,0.987,1.1331,17.22,150.446,1.0371
2025-01-15,A,PLT_BIZ,1.0367,1.0777,13.14,145.564,0.9476
2025-01-15,B,PLT_BIZ,1.0665,1.0635,12.21,165.559,0.872
2025-01-15,C,PLT_BIZ,0.9288,0.9952,11.95,156.532,1.0267
2025-01-16,A,PLT_BIZ,1.1498,1.0466,16.51,161.081,0.8916
2025-01-16,B,PLT_BIZ,1.0584,1.0275,18.5,164.937,0.8698
2025-01-16,C,PLT_BIZ,1.019,1.0611,14.37,159.629,1.0648
2025-01-17,A,PLT_BIZ,1.0569,1.0591,16.56,157.375,0.8237
2025-01-17,B,PLT_BIZ,1.0632,0.9283,18.67,155.833,0.834
2025-01-17,C,PLT_BIZ,1.0666,0.9943,17.41,146.096,0.9626
2025-01-18,A,PLT_BIZ,1.0348,0.994,20.87,140.002,0.835
2025-01-18,B,PLT_BIZ,0.9992,1.0774,19.66,139.953,0.7246
2025-01-18,C,PLT_BIZ,0.9214,0.9959,19.99,140.451,0.9913
2025-01-19,A,PLT_BIZ,1.0857,0.9809,17.45,131.355,0.8732
2025-01-19,B,PLT_BIZ,1.0023,1.016,16.81,160.299,0.8104
2025-01-19,C,PLT_BIZ,0.9584,1.0079,17.46,140.582,1.0154
2025-01-20,A,PLT_BIZ,1.1837,1.0224,17.47,156.732,0.9604
2025-01-20,B,PLT_BIZ,1.157,0.9839,16.7,166.495,0.9062
2025-01-20,C,PLT_BIZ,1.0382,0.97,18.0,152.08,0.9735
2025-01-21,A,PLT_BIZ,1.0545,0.9784,17.26,162.87,0.8441
2025-01-21,B,PLT_BIZ,1.1548,1.0956,17.63,162.51,0.8835
2025-01-21,C,PLT_BIZ,1.0015,1.0815,17.88,166.343,1.0134
2025-01-22,A,PLT_BIZ,1.1123,1.0806,18.08,145.258,0.9201
2025-01-22,B,PLT_BIZ,1.0476,1.1087,19.16,155.58,0.9487
2025-01-22,C,PLT_BIZ,0.9903,1.0413,18.89,159.214,1.0301
2025-01-23,A,PLT_BIZ,1.1126,1.032,17.64,156.665,0.8821
2025-01-23,B,PLT_BIZ,1.0228,1.1414,15.75,166.334,0.8668
2025-01-23,C,PLT_BIZ,1.1062,1.0591,17.72,148.538,1.0469
2025-01-24,A,PLT_BIZ,1.1092,1.0777,19.7,146.497,0.8794
2025-01-24,B,PLT_BIZ,1.0678,1.0332,20.35,175.173,0.8488
2025-01-24,C,PLT_BIZ,0.9629,1.0381,19.45,170.138,0.9881
2025-01-25,A,PLT_BIZ,1.0894,0.9985,20.63,138.252,0.8993
2025-01-25,B,PLT_BIZ,0.975,1.0378,18.92,157.388,0.7301
2025-01-25,C,PLT_BIZ,0.9383,1.1022,20.21,132.439,0.9835
2025-01-26,A,PLT_BIZ,1.0186,1.0217,18.96,135.345,0.8146
2025-01-26,B,PLT_BIZ,1.0162,1.0423,19.91,156.308,0.8522
2025-01-26,C,PLT_BIZ,0.821,1.0305,20.96,145.053,0.9032
2025-01-27,A,PLT_BIZ,1.1138,1.059,17.59,159.888,0.8352
2025-01-27,B,PLT_BIZ,1.0666,1.109,18.99,157.323,0.762
2025-01-27,C,PLT_BIZ,0.978,0.9958,21.97,161.567,1.0472
2025-01-28,A,PLT_BIZ,1.0979,1.019,19.76,159.277,0.7917
2025-01-28,B,PLT_BIZ,1.1083,1.0074,21.45,173.867,0.8213
2025-01-28,C,PLT_BIZ,0.9914,1.0547,20.32,150.135,0.9745
2025-01-29,A,PLT_BIZ,1.146,1.1145,20.33,152.249,0.8744
2025-01-29,B,PLT_BIZ,1.1204,1.0427,22.88,166.624,0.9015
2025-01-29,C,PLT_BIZ,0.9472,0.9821,21.56,156.109,0.9661
2025-01-30,A,PLT_BIZ,1.0404,1.013,15.05,166.781,0.817
2025-01-30,B,PLT_BIZ,1.1317,1.0466,15.01,168.703,0.7836
2025-01-30,C,PLT_BIZ,1.0424,1.0554,13.05,152.285,1.1131
2025-01-31,A,PLT_BIZ,1.1118,1.0128,21.56,170.621,0.7995
2025-01-31,B,PLT_BIZ,1.0705,0.9732,20.46,163.115,0.8147
2025-01-31,C,PLT_BIZ,1.1077,1.0602,18.15,163.717,1.0512
2025-02-01,A,PLT_BIZ,1.0383,0.9792,17.06,145.147,0.8612
2025-02-01,B,PLT_BIZ,1.0258,1.0906,17.86,163.493,0.8167
2025-02-01,C,PLT_BIZ,0.9445,0.9361,16.9,147.313,0.9089
2025-02-02,A,PLT_BIZ,1.0001,1.034,12.81,163.66,0.8582
2025-02-02,B,PLT_BIZ,1.0269,1.056,13.02,168.001,0.9036
2025-02-02,C,PLT_BIZ,1.0214,1.1309,12.17,151.078,0.9625
2025-02-03,A,PLT_BIZ,1.1205,1.0291,20.5,181.966,0.8708
2025-02-03,B,PLT_BIZ,1.1113,0.9666,20.42,192.079,0.826
2025-02-03,C,PLT_BIZ,1.053,1.0242,21.28,179.548,1.0992
2025-02-04,A,PLT_BIZ,1.0826,0.9411,25.84,169.855,0.9123
2025-02-04,B,PLT_BIZ,1.0289,0.957,24.57,182.795,0.87
2025-02-04,C,PLT_BIZ,1.0415,1.1013,21.97,179.282,1.034
2025-02-05,A,PLT_BIZ,1.1609,0.9738,22.6,180.321,0.8539
2025-02-05,B,PLT_BIZ,1.0805,1.0135,22.91,190.535,0.7968
2025-02-05,C,PLT_BIZ,1.1142,1.0472,22.73,183.593,1.1041
2025-02-06,A,PLT_BIZ,1.1751,0.9898,17.36,171.754,0.9161
2025-02-06,B,PLT_BIZ,1.1044,1.0307,18.19,174.743,0.8858
2025-02-06,C,PLT_BIZ,1.0793,1.0788,20.18,172.958,1.1441
2025-02-07,A,PLT_BIZ,1.1028,1.0195,19.7,166.371,0.9181
2025-02-07,B,PLT_BIZ,1.1455,1.0133,19.85,185.888,0.8106
2025-02-07,C,PLT_BIZ,1.0852,0.9981,20.0,176.086,0.9923
2025-02-08,A,PLT_BIZ,1.0525,1.0979,21.71,154.89,0.7671
2025-02-08,B,PLT_BIZ,1.0344,1.0405,21.25,161.877,0.8596
2025-02-08,C,PLT_BIZ,0.8997,1.011,22.83,160.959,0.9654
2025-02-09,A,PLT_BIZ,1.1075,0.905,20.56,160.585,0.693
2025-02-09,B,PLT_BIZ,1.0121,0.958,22.5,167.297,0.813
2025-02-09,C,PLT_BIZ,0.9876,1.0789,18.28,151.054,1.0456
2025-02-10,A,PLT_BIZ,1.1136,0.9462,22.18,179.603,0.8052
2025-02-10,B,PLT_BIZ,1.061,0.9424,22.08,173.614,0.854
2025-02-10,C,PLT_BIZ,0.9641,0.9949,21.93,164.888,0.9979
2025-02-11,A,PLT_BIZ,1.1808,0.9203,23.33,184.207,0.8647
2025-02-11,B,PLT_BIZ,1.1966,1.0308,24.13,190.896,0.8826
2025-02-11,C,PLT_BIZ,1.0887,1.0011,23.52,169.499,1.1492
2025-02-12,A,PLT_BIZ,1.0641,1.0442,21.14,178.957,0.7574
2025-02-12,B,PLT_BIZ,1.0977,0.9499,21.44,179.304,0.8836
2025-02-12,C,PLT_BIZ,1.069,0.9699,21.49,175.369,1.0245
2025-02-13,A,PLT_BIZ,1.247,1.0141,20.63,177.142,0.8615
2025-02-13,B,PLT_BIZ,1.0859,1.0479,17.88,187.563,0.8888
2025-02-13,C,PLT_BIZ,1.149,0.9424,18.82,172.551,1.0237
2025-02-14,A,PLT_BIZ,1.1661,0.9249,28.34,175.369,0.8586
2025-02-14,B,PLT_BIZ,1.0297,1.0164,27.49,183.454,0.7634
2025-02-14,C,PLT_BIZ,1.1149,0.9805,28.08,171.8,1.0713
2025-02-15,A,PLT_BIZ,1.0807,0.9878,16.54,159.202,0.6962
2025-02-15,B,PLT_BIZ,1.0303,1.0104,17.83,167.703,0.8075
2025-02-15,C,PLT_BIZ,0.9703,0.9386,16.99,158.016,1.0175
2025-02-16,A,PLT_BIZ,1.0552,0.9416,21.07,164.115,0.7648
2025-02-16,B,PLT_BIZ,1.0452,0.9741,18.23,181.342,0.8289
2025-02-16,C,PLT_BIZ,0.9986,1.0388,21.83,163.686,1.0039
2025-02-17,A,PLT_BIZ,1.1758,1.0245,21.61,179.012,0.8912
2025-02-17,B,PLT_BIZ,1.1176,0.951,20.35,199.332,0.8378
2025-02-17,C,PLT_BIZ,1.037,1.0376,20.93,172.218,0.9943
2025-02-18,A,PLT_BIZ,1.1654,0.9676,21.73,179.771,0.8398
2025-02-18,B,PLT_BIZ,1.1461,0.9918,23.4,185.901,0.8904
2025-02-18,C,PLT_BIZ,1.0755,1.0306,22.86,191.263,1.1724
2025-02-19,A,PLT_BIZ,1.1298,1.002,19.37,185.636,0.9198
2025-02-19,B,PLT_BIZ,1.1078,1.0186,21.49,187.081,0.8298
2025-02-19,C,PLT_BIZ,1.0433,1.0246,20.67,180.053,1.0243
2025-02-20,A,PLT_BIZ,1.205,1.0158,21.53,167.402,0.9149
2025-02-20,B,PLT_BIZ,1.0538,0.9872,20.92,182.921,0.8101
2025-02-20,C,PLT_BIZ,0.9461,0.9565,22.59,182.152,0.9049
2025-02-21,A,PLT_BIZ,1.2091,1.1563,25.57,180.474,0.9748
2025-02-21,B,PLT_BIZ,1.0985,0.9657,26.71,196.132,0.854
2025-02-21,C,PLT_BIZ,1.088,0.9767,24.92,178.14,1.0317
2025-02-22,A,PLT_BIZ,1.0743,0.9113,23.89,156.266,0.8385
2025-02-22,B,PLT_BIZ,1.0117,0.9442,22.1,169.863,0.7869
2025-02-22,C,PLT_BIZ,0.9913,0.9867,26.23,159.207,0.9852
2025-02-23,A,PLT_BIZ,1.0291,0.9662,19.93,164.228,0.8156
2025-02-23,B,PLT_BIZ,1.0408,0.9154,21.62,168.407,0.8233
2025-02-23,C,PLT_BIZ,0.9335,0.9901,20.72,154.176,0.9844
2025-02-24,A,PLT_BIZ,1.1788,0.9128,25.76,189.124,0.7227
2025-02-24,B,PLT_BIZ,1.164,1.0028,24.58,192.415,0.8903
2025-02-24,C,PLT_BIZ,1.0623,1.0668,24.97,172.657,1.0443
2025-02-25,A,PLT_BIZ,1.198,0.9948,19.63,189.943,0.9175
2025-02-25,B,PLT_BIZ,1.1588,1.0711,21.48,193.344,0.8743
2025-02-25,C,PLT_BIZ,1.1274,0.9972,22.88,166.68,0.9731
2025-02-26,A,PLT_BIZ,1.1511,0.9002,21.11,179.876,0.7638
2025-02-26,B,PLT_BIZ,1.1042,1.0479,22.93,187.82,0.9355
2025-02-26,C,PLT_BIZ,1.0739,0.9538,21.25,180.765,1.0347
2025-02-27,A,PLT_BIZ,1.1748,0.9809,20.0,180.178,0.9195
2025-02-27,B,PLT_BIZ,1.1073,0.9992,20.17,197.569,0.8456
2025-02-27,C,PLT_BIZ,1.0585,0.9777,18.74,167.872,1.0153
2025-02-28,A,PLT_BIZ,1.2374,1.0564,17.17,182.661,0.9525
2025-02-28,B,PLT_BIZ,1.1954,0.9454,20.22,193.896,0.8184
2025-02-28,C,PLT_BIZ,1.0755,0.8935,20.73,180.272,1.0221
2025-03-01,A,PLT_BIZ,1.0366,0.8978,26.61,158.871,0.8885
2025-03-01,B,PLT_BIZ,1.0186,0.9398,25.7,170.833,0.7974
2025-03-01,C,PLT_BIZ,1.059,0.9467,25.12,165.339,0.9492
2025-03-02,A,PLT_BIZ,1.099,0.9681,22.59,168.95,0.8026
2025-03-02,B,PLT_BIZ,1.0385,0.8653,21.94,175.789,0.6665
2025-03-02,C,PLT_BIZ,1.0062,0.9943,20.81,161.852,1.0833
2025-03-03,A,PLT_BIZ,1.2875,1.04,22.78,186.955,0.9294
2025-03-03,B,PLT_BIZ,1.1849,1.0199,21.47,187.426,0.9344
2025-03-03,C,PLT_BIZ,1.1329,1.0024,23.73,188.273,0.9749
2025-03-04,A,PLT_BIZ,1.2557,0.9556,24.66,175.044,0.8703
2025-03-04,B,PLT_BIZ,1.0854,0.9586,22.97,188.77,0.8068
2025-03-04,C,PLT_BIZ,1.0597,0.9297,23.67,177.562,1.0321
2025-03-05,A,PLT_BIZ,1.2103,0.8765,19.26,195.512,0.8309
2025-03-05,B,PLT_BIZ,1.1639,0.9184,18.4,193.147,0.9238
2025-03-05,C,PLT_BIZ,1.0875,0.8753,18.95,160.344,0.9985
2025-03-06,A,PLT_BIZ,1.1802,0.9645,24.33,180.769,0.8347
2025-03-06,B,PLT_BIZ,1.1633,0.9154,24.1,185.744,0.8956
2025-03-06,C,PLT_BIZ,1.1286,0.9631,23.76,172.47,1.0377
2025-03-07,A,PLT_BIZ,1.2493,1.0111,21.77,183.436,0.961
2025-03-07,B,PLT_BIZ,1.1258,0.9641,26.04,185.252,0.8338
2025-03-07,C,PLT_BIZ,1.1169,0.9662,27.72,187.619,1.0903
2025-03-08,A,PLT_BIZ,1.0931,0.9811,19.81,175.104,0.9326
2025-03-08,B,PLT_BIZ,1.0452,0.9985,19.11,161.359,0.783
2025-03-08,C,PLT_BIZ,1.0249,0.9934,18.62,162.061,0.9708
2025-03-09,A,PLT_BIZ,1.0927,0.978,29.31,173.437,0.7314
2025-03-09,B,PLT_BIZ,1.0955,0.9672,27.38,172.405,0.7877
2025-03-09,C,PLT_BIZ,0.9546,1.0524,29.96,167.404,1.0142
2025-03-10,A,PLT_BIZ,1.1235,0.8956,25.34,181.537,0.767
2025-03-10,B,PLT_BIZ,1.0986,1.0285,23.53,211.226,0.926
2025-03-10,C,PLT_BIZ,1.1208,1.002,25.73,180.2,1.0582
2025-03-11,A,PLT_BIZ,1.1767,0.9474,24.89,167.207,0.8545
2025-03-11,B,PLT_BIZ,1.177,0.8785,23.82,194.056,0.835
2025-03-11,C,PLT_BIZ,1.1611,0.9,24.84,170.082,0.9503
2025-03-12,A,PLT_BIZ,1.1201,0.9347,26.43,179.644,0.7862
2025-03-12,B,PLT_BIZ,1.1299,1.0418,25.02,187.089,0.9308
2025-03-12,C,PLT_BIZ,1.0883,0.9771,25.95,177.032,1.0481
2025-03-13,A,PLT_BIZ,1.1289,0.9901,20.66,169.118,0.863
2025-03-13,B,PLT_BIZ,1.1595,0.8946,19.89,196.134,0.8638
2025-03-13,C,PLT_BIZ,1.0632,0.9525,17.7,177.26,1.0526
2025-03-14,A,PLT_BIZ,1.1161,0.992,24.27,186.498,0.802
2025-03-14,B,PLT_BIZ,1.1478,0.95,23.58,203.956,0.8192
2025-03-14,C,PLT_BIZ,1.0596,0.952,24.2,181.476,1.0263
2025-03-15,A,PLT_BIZ,1.11,0.8879,21.42,170.285,0.8222
2025-03-15,B,PLT_BIZ,1.1032,0.9702,23.25,176.615,0.8157
2025-03-15,C,PLT_BIZ,0.9643,0.8645,20.7,164.567,0.9764
2025-03-16,A,PLT_BIZ,1.0382,0.989,21.84,164.504,0.7446
2025-03-16,B,PLT_BIZ,1.0517,0.9342,24.29,183.533,0.7405
2025-03-16,C,PLT_BIZ,0.9408,0.944,22.72,172.392,1.0249
2025-03-17,A,PLT_BIZ,1.2051,0.853,22.72,185.143,0.9044
2025-03-17,B,PLT_BIZ,1.1975,0.962,22.22,193.824,0.9283
2025-03-17,C,PLT_BIZ,1.1907,0.9473,20.56,187.275,1.0947
2025-03-18,A,PLT_BIZ,1.2733,0.9267,19.36,196.914,0.8684
2025-03-18,B,PLT_BIZ,1.1478,0.9593,20.91,200.412,0.8222
2025-03-18,C,PLT_BIZ,1.0827,0.9827,18.82,179.635,1.0498
2025-03-19,A,PLT_BIZ,1.1534,0.8943,20.27,187.247,0.6885
2025-03-19,B,PLT_BIZ,1.1038,0.9029,20.16,186.761,0.7342
2025-03-19,C,PLT_BIZ,1.0595,0.9379,23.0,171.555,0.9198
2025-03-20,A,PLT_BIZ,1.1451,0.8654,27.31,186.284,0.7525
2025-03-20,B,PLT_BIZ,1.1471,1.0598,30.09,194.683,0.8632
2025-03-20,C,PLT_BIZ,1.0598,0.935,27.21,197.469,1.0215
2025-03-21,A,PLT_BIZ,1.0698,0.9643,22.94,185.024,0.8946
2025-03-21,B,PLT_BIZ,1.0572,0.9169,20.9,192.289,0.8063
2025-03-21,C,PLT_BIZ,1.1287,0.9302,23.38,172.901,1.1079
2025-03-22,A,PLT_BIZ,1.0996,0.932,24.03,175.609,0.8319
2025-03-22,B,PLT_BIZ,0.935,0.9332,23.19,176.274,0.7349
2025-03-22,C,PLT_BIZ,0.9905,0.906,22.18,177.892,0.9478
2025-03-23,A,PLT_BIZ,1.0623,0.9386,25.23,166.953,0.8132
2025-03-23,B,PLT_BIZ,0.9666,0.8997,23.63,163.187,0.6124
2025-03-23,C,PLT_BIZ,0.9493,0.9563,25.14,161.26,0.9592
2025-03-24,A,PLT_BIZ,1.2193,0.9527,21.38,189.01,0.9308
2025-03-24,B,PLT_BIZ,1.0853,1.0579,24.03,186.481,0.8041
2025-03-24,C,PLT_BIZ,1.1134,1.0444,24.69,184.581,1.0757
2025-03-25,A,PLT_BIZ,1.1785,0.963,23.38,181.593,0.8701
2025-03-25,B,PLT_BIZ,1.1343,0.9364,22.53,184.112,0.8081
2025-03-25,C,PLT_BIZ,1.0988,0.9307,23.78,182.186,1.0172
2025-03-26,A,PLT_BIZ,1.2076,0.9665,22.1,202.374,0.934
2025-03-26,B,PLT_BIZ,1.0801,0.8256,20.84,197.602,0.7132
2025-03-26,C,PLT_BIZ,1.095,0.9404,21.54,187.467,1.0158
2025-03-27,A,PLT_BIZ,1.2192,1.0071,24.35,184.932,0.9611
2025-03-27,B,PLT_BIZ,1.1611,0.9483,24.96,199.811,0.7564
2025-03-27,C,PLT_BIZ,1.124,0.9503,25.72,182.084,1.0269
2025-03-28,A,PLT_BIZ,1.1799,0.9558,26.71,187.52,0.8701
2025-03-28,B,PLT_BIZ,1.0977,1.0391,24.73,192.188,0.8545
2025-03-28,C,PLT_BIZ,1.1531,0.9778,26.45,186.535,1.0444
2025-03-29,A,PLT_BIZ,1.1488,0.9233,27.1,165.195,0.8335
2025-03-29,B,PLT_BIZ,1.098,0.9194,24.48,171.755,0.8286
2025-03-29,C,PLT_BIZ,1.0562,0.8826,24.55,172.501,0.9416
2025-03-30,A,PLT_BIZ,1.0875,1.0414,25.58,169.902,0.8418
2025-03-30,B,PLT_BIZ,1.0197,0.9435,24.05,181.046,0.7821
2025-03-30,C,PLT_BIZ,1.0213,0.9603,25.6,162.192,1.0108
2025-03-31,A,PLT_BIZ,1.197,0.8594,24.87,183.798,0.8529
2025-03-31,B,PLT_BIZ,1.1898,0.9641,23.77,198.209,0.8182
2025-03-31,C,PLT_BIZ,1.1073,0.9324,25.61,183.976,1.0196
2025-04-01,A,PLT_BIZ,1.2118,0.8552,27.6,172.96,0.8503
2025-04-01,B,PLT_BIZ,1.0196,0.9808,30.43,182.196,0.7197
2025-04-01,C,PLT_BIZ,1.0348,0.9559,27.73,164.525,1.0092
2025-04-02,A,PLT_BIZ,1.1883,0.9433,23.53,163.419,0.8595
2025-04-02,B,PLT_BIZ,1.1747,0.9615,23.14,183.004,0.7484
2025-04-02,C,PLT_BIZ,1.1148,1.0137,26.35,166.042,1.0637
2025-04-03,A,PLT_BIZ,1.284,0.9723,19.19,172.392,0.8644
2025-04-03,B,PLT_BIZ,1.0935,0.9449,20.7,179.952,0.7867
2025-04-03,C,PLT_BIZ,1.1544,0.8779,20.3,169.312,1.0541
2025-04-04,A,PLT_BIZ,1.1846,0.9741,17.19,159.699,0.8715
2025-04-04,B,PLT_BIZ,1.1251,0.8809,16.33,182.18,0.7525
2025-04-04,C,PLT_BIZ,1.0086,0.9557,15.21,162.241,1.0157
2025-04-05,A,PLT_BIZ,1.1286,1.0146,22.49,156.03,0.8575
2025-04-05,B,PLT_BIZ,1.0542,0.9584,22.18,152.943,0.8554
2025-04-05,C,PLT_BIZ,1.0048,0.9468,23.67,154.004,0.9773
2025-04-06,A,PLT_BIZ,1.1664,0.9812,23.48,149.863,0.8763
2025-04-06,B,PLT_BIZ,1.1198,1.0425,23.49,165.656,0.8788
2025-04-06,C,PLT_BIZ,1.0449,0.886,21.32,161.876,0.9866
2025-04-07,A,PLT_BIZ,1.1587,0.9085,26.13,173.506,0.8055
2025-04-07,B,PLT_BIZ,1.128,0.9498,26.34,176.814,0.7946
2025-04-07,C,PLT_BIZ,1.0762,0.9765,25.56,162.215,1.0363
2025-04-08,A,PLT_BIZ,1.1127,0.9211,29.12,163.572,0.8241
2025-04-08,B,PLT_BIZ,1.1842,0.9043,27.92,182.223,0.8484
2025-04-08,C,PLT_BIZ,1.1408,0.9372,26.89,173.653,1.0512
2025-04-09,A,PLT_BIZ,1.1057,0.9411,20.82,168.962,0.8376
2025-04-09,B,PLT_BIZ,1.1052,0.9306,20.1,179.339,0.8236
2025-04-09,C,PLT_BIZ,1.0805,0.9439,21.19,160.694,0.9986
2025-04-10,A,PLT_BIZ,1.1012,0.861,23.86,168.636,0.8058
2025-04-10,B,PLT_BIZ,1.153,0.8252,27.15,180.223,0.7986
2025-04-10,C,PLT_BIZ,0.9834,0.9813,24.71,168.752,0.9276
2025-04-11,A,PLT_BIZ,1.1352,0.9757,23.18,168.431,0.7691
2025-04-11,B,PLT_BIZ,1.1844,1.0374,23.26,181.398,0.921
2025-04-11,C,PLT_BIZ,1.062,0.8025,23.86,161.671,0.9527
2025-04-12,A,PLT_BIZ,1.127,0.9822,17.77,158.792,0.8857
2025-04-12,B,PLT_BIZ,1.0449,0.9297,16.17,150.281,0.795
2025-04-12,C,PLT_BIZ,1.0297,0.9099,17.13,157.094,0.9439
2025-04-13,A,PLT_BIZ,1.1539,1.0223,26.48,154.253,0.8555
2025-04-13,B,PLT_BIZ,1.094,0.9348,25.78,166.363,0.7934
2025-04-13,C,PLT_BIZ,1.0011,0.9374,25.43,150.166,1.0451
2025-04-14,A,PLT_BIZ,1.201,0.8165,25.02,173.92,0.8424
2025-04-14,B,PLT_BIZ,1.1613,0.9355,27.34,190.845,0.8863
2025-04-14,C,PLT_BIZ,1.1381,0.8408,26.02,170.452,0.971
2025-04-15,A,PLT_BIZ,1.1513,1.1071,22.71,177.97,0.8334
2025-04-15,B,PLT_BIZ,1.1751,0.9455,19.78,181.214,0.8787
2025-04-15,C,PLT_BIZ,1.106,0.9982,19.12,167.575,1.0986
2025-04-16,A,PLT_BIZ,1.228,1.0793,19.74,170.258,0.9525
2025-04-16,B,PLT_BIZ,1.0757,0.8969,19.3,178.416,0.7333
2025-04-16,C,PLT_BIZ,1.1348,0.9355,20.2,166.92,1.0203
2025-04-17,A,PLT_BIZ,1.2313,0.9697,24.43,168.423,0.8287
2025-04-17,B,PLT_BIZ,1.1088,0.9142,25.28,189.257,0.8641
2025-04-17,C,PLT_BIZ,1.1485,0.9376,26.31,164.294,1.0562
2025-04-18,A,PLT_BIZ,1.1684,0.9242,19.58,166.882,0.838
2025-04-18,B,PLT_BIZ,1.1631,0.9554,18.76,174.386,0.8583
2025-04-18,C,PLT_BIZ,1.1852,0.9544,19.95,175.322,1.0819
2025-04-19,A,PLT_BIZ,1.1028,0.9631,22.06,140.604,0.816
2025-04-19,B,PLT_BIZ,1.0918,0.938,23.75,156.793,0.7677
2025-04-19,C,PLT_BIZ,1.0644,1.0649,22.54,162.924,1.0677
2025-04-20,A,PLT_BIZ,1.1716,1.0296,23.29,142.021,0.8549
2025-04-20,B,PLT_BIZ,0.9455,1.0318,20.82,154.014,0.7293
2025-04-20,C,PLT_BIZ,1.0512,0.9264,26.02,150.362,1.022
2025-04-21,A,PLT_BIZ,1.2137,0.9289,23.88,164.398,0.874
2025-04-21,B,PLT_BIZ,1.1417,1.013,26.23,180.92,0.9654
2025-04-21,C,PLT_BIZ,1.0538,0.9513,24.14,180.872,1.0257
2025-04-22,A,PLT_BIZ,1.139,0.9688,21.44,165.875,0.8195
2025-04-22,B,PLT_BIZ,1.1245,0.9493,23.57,168.967,0.8296
2025-04-22,C,PLT_BIZ,1.0142,0.9545,21.73,173.124,1.0499
2025-04-23,A,PLT_BIZ,1.1737,0.9042,19.54,173.735,0.7696
2025-04-23,B,PLT_BIZ,1.155,0.9954,19.11,188.477,0.8536
2025-04-23,C,PLT_BIZ,1.0924,0.9913,18.19,174.049,1.0428
2025-04-24,A,PLT_BIZ,1.2181,0.9582,26.47,168.328,0.8482
2025-04-24,B,PLT_BIZ,1.0995,1.0461,24.46,178.23,0.9311
2025-04-24,C,PLT_BIZ,1.102,0.8664,25.89,168.675,0.9213
2025-04-25,A,PLT_BIZ,1.0976,0.9939,22.32,163.033,0.8595
2025-04-25,B,PLT_BIZ,1.155,0.9709,23.63,179.179,0.9059
2025-04-25,C,PLT_BIZ,1.0308,1.0297,21.66,154.64,0.9465
2025-04-26,A,PLT_BIZ,1.0418,0.9643,23.85,144.58,0.8259
2025-04-26,B,PLT_BIZ,1.0987,0.9949,24.56,152.165,0.9162
2025-04-26,C,PLT_BIZ,1.0896,1.0202,23.22,152.731,1.1377
2025-04-27,A,PLT_BIZ,1.0854,0.9342,18.41,162.142,0.8315
2025-04-27,B,PLT_BIZ,1.0432,0.8841,20.39,182.541,0.8141
2025-04-27,C,PLT_BIZ,0.9233,0.9099,21.23,149.72,0.8931
2025-04-28,A,PLT_BIZ,1.2037,0.8561,22.76,181.031,0.8462
2025-04-28,B,PLT_BIZ,1.1199,0.9616,21.37,168.994,0.7817
2025-04-28,C,PLT_BIZ,1.1287,1.0438,22.67,161.435,1.0793
2025-04-29,A,PLT_BIZ,1.1543,0.9603,24.56,156.562,0.7564
2025-04-29,B,PLT_BIZ,1.1056,0.9764,23.69,178.91,0.7803
2025-04-29,C,PLT_BIZ,1.0734,0.9944,22.53,164.742,0.9974
2025-04-30,A,PLT_BIZ,1.1367,0.8957,21.85,156.811,0.8138
2025-04-30,B,PLT_BIZ,1.056,0.9766,19.96,173.906,0.8336
2025-04-30,C,PLT_BIZ,1.1155,0.9477,21.43,157.626,1.09
2025-05-01,A,PLT_BIZ,1.1266,0.9302,20.76,161.716,0.7262
2025-05-01,B,PLT_BIZ,1.1712,0.9868,22.58,185.294,0.8409
2025-05-01,C,PLT_BIZ,1.1265,0.9367,21.52,154.458,1.1026
2025-05-02,A,PLT_BIZ,1.2044,1.0455,26.16,170.706,0.927
2025-05-02,B,PLT_BIZ,1.1697,0.9921,27.23,175.062,0.8806
2025-05-02,C,PLT_BIZ,1.018,1.0047,25.15,167.06,1.1298
2025-05-03,A,PLT_BIZ,1.1658,0.9271,19.0,159.487,0.8607
2025-05-03,B,PLT_BIZ,0.9316,0.9567,21.14,160.341,0.7823
2025-05-03,C,PLT_BIZ,0.9443,0.9902,20.46,159.405,0.9894
2025-05-04,A,PLT_BIZ,1.119,0.9479,18.97,140.071,0.7543
2025-05-04,B,PLT_BIZ,1.0996,0.9746,18.42,153.505,0.8673
2025-05-04,C,PLT_BIZ,1.0142,1.0194,21.28,144.873,1.0744
2025-05-05,A,PLT_BIZ,1.1596,1.0627,20.04,159.108,0.8838
2025-05-05,B,PLT_BIZ,1.1704,0.9952,21.44,177.684,0.8895
2025-05-05,C,PLT_BIZ,1.1047,0.9467,22.63,168.849,1.1089
2025-05-06,A,PLT_BIZ,1.1864,0.9314,22.23,164.698,0.8603
