iniciativa_id,planta_id,linea_id,macro_scenario,scenario_key,escenario_label,reduccion_consumo_pct,mejora_sec_pct,mejora_oee_pct,reduccion_paradas_pct,reduccion_emisiones_pct,baseline_energy_exposure,baseline_non_energy_exposure,baseline_emission_cost,baseline_economic_exposure,gross_technical_value_energy,avoided_loss,gross_technical_value_emissions,gross_technical_value,implementation_opex,net_operational_value,net_captured_value,downside_adjusted_annual,discounted_value,downside_adjusted_value,cost_of_delay_12m,capital_efficiency,screening_irr_pct,formal_irr_candidate_pct,formal_irr_candidate_flag,screening_var_95_npv,robust_risk_metric_candidate_npv,capex_estimado,capex_base,capex_overrun_pct,success_probability,expected_capture_rate,downside_capture_rate,capture_shortfall_pct,start_delay_months,ramp_up_months,ramp_up_penalty_value,dependency_penalty_pct,conflict_penalty_pct,npv_base,npv_risk_adjusted,irr_proxy_pct,payback_meses,downside_annual_savings_p20,value_at_risk_95,implementation_burden,strategic_relevance_score,facilidad_ejecucion,financial_maturity_stage,financial_use_label,committee_wording_status,assumption_energy_price_mult,assumption_carbon_cost_eur_ton,assumption_margin_operativo_mult,gross_annual_savings,net_annual_savings,risk_adjusted_annual_savings
INI_0000008,PLT_BIZ,PLT_BIZ_L02,RestriccionOperativa,capex_mayor,CAPEX Mayor,17.723666666666666,16.062072916666665,6.23472,23.2623125,18.831395833333335,7437484.280638096,2428904.8608719655,913262.8005971989,10779651.94210726,1318194.9222860273,397695.1582018942,171980.13297904423,1887870.2134669658,6859.042744166668,1881011.1707227991,845577.1869568726,606895.0426405816,178277.99868792054,-544666.6843361146,686293.9978659288,-0.2285738084283364,35.48533506844351,10.813055445337056,1.0,722944.6830240351,903680.8537800438,2382891.9336,2206381.42,0.08,0.5131060000000001,0.45153328000000004,0.3251039616,0.12,9.0,23.0,827195.0741969405,12.0,0.0,3314505.450180939,178277.99868792054,35.48533506844351,68.0,606895.0426405816,238682.14431629097,99.74694263486471,64.75725,30,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,1887870.2134669658,1881011.1707227991,845577.1869568726
INI_0000008,PLT_BIZ,PLT_BIZ_L02,Base,capex_mayor,CAPEX Mayor,16.1046,14.594793750000001,6.23472,21.137287500000003,17.111137500000005,6644094.0715218065,2556741.9588125953,913262.8005971989,10114098.8309316,1070004.773842301,385044.4991074434,156269.65354653756,1611318.926496282,6818.726352666667,1604500.2001436152,839257.1272649952,602355.8882520499,788590.4746318108,-56814.97930745074,722341.2613834059,-0.025750298109132347,38.03771730750866,18.09126666577072,1.0,845405.4539392615,1056756.8174240768,2206381.42,2206381.42,0.0,0.5966849999999999,0.5250828,0.37805961599999993,0.0,6.0,14.0,734349.9863568709,12.0,0.0,3519435.910883303,788590.4746318108,38.03771730750866,54.0,602355.8882520499,236901.23901294533,89.56249720222974,64.75725,30,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,1611318.926496282,1604500.2001436152,839257.1272649952
INI_0000008,PLT_BIZ,PLT_BIZ_L02,AltaDemanda,capex_mayor,CAPEX Mayor,18.23953333333333,16.52957708333333,6.23472,23.939387499999995,19.379504166666663,7986343.278122941,2863550.993870107,913262.8005971989,11763157.072590247,1456671.7443276595,480845.53042614897,176985.80249435082,2114503.0772481593,6986.697111333334,2107516.380136826,1030983.0262718125,740351.5037245317,1172898.5810980313,189189.37778468366,870124.826127158,0.08166328730004299,44.5022146918435,21.157604493291863,1.0,983709.2033133477,1229636.5041416846,2316700.491,2206381.42,0.05,0.5578194999999999,0.4908811599999999,0.35343443519999995,0.06,7.0,17.0,955175.4508106498,12.0,0.0,4816673.20880903,1172898.5810980313,44.5022146918435,50.0,740351.5037245317,290631.52254728077,93.01276142358921,64.75725,30,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,2114503.0772481593,2107516.380136826,1030983.0262718125
INI_0000008,PLT_BIZ,PLT_BIZ_L02,ShockEnergia,capex_mayor,CAPEX Mayor,19.316333333333333,17.50542708333333,6.23472,25.3526875,20.52360416666667,11052913.196319649,2505607.1196363433,958925.9406270589,14517446.256583052,2135017.5560450912,442627.6703407484,196806.1643057826,2774451.390691622,6836.199630166668,2767615.1910614553,1385695.8448586478,995786.8724017796,2467702.912812432,1133877.698851582,1174045.679739342,0.49894008571163595,60.974759826767624,32.71500024048278,1.0,1333825.21396085,1667281.5174510623,2272572.8626,2206381.42,0.03,0.5703552,0.5019125759999999,0.3613770547199999,0.04,7.0,16.0,1277438.356979066,12.0,0.0,7195059.80334794,2467702.912812432,60.974759826767624,39.0,995786.8724017796,389908.97245686816,91.85556028017065,64.75725,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.6905333333333332,94.5,0.98,2774451.390691622,2767615.1910614553,1385695.8448586478
INI_0000009,PLT_BIZ,PLT_BIZ_L03,RestriccionOperativa,quick_wins_operativos,Quick Wins Operativos,5.38356375,5.9817375,1.518705,7.178085000000001,4.7853900000000005,7811150.284030231,2541891.6991075273,960514.393892401,11313556.37703016,420518.2551490736,130343.47586978198,45964.35975388758,596826.0907727431,0.0,596826.0907727431,479973.5104603478,345580.9275314504,2043367.8236441414,1464670.5882077813,445285.63395642815,62.57132228217011,250.0,0.0,0.0,578697.2354363601,723371.5442954502,23408.017200000002,21674.09,0.08,0.8042100000000001,0.8042100000000001,0.5790312000000001,0.12,1.0,5.0,119993.37761508697,0.0,0.0,2546537.445855844,2043367.8236441414,250.0,3.0,345580.9275314504,134392.5829288974,37.06754150508213,50.60275000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,596826.0907727431,596826.0907727431,479973.5104603478
INI_0000009,PLT_BIZ,PLT_BIZ_L03,Base,quick_wins_operativos,Quick Wins Operativos,4.891772250000001,5.4353025000000015,1.518705,6.522363,4.348242000000001,6977899.426153619,2675675.4727447657,960514.393892401,10614089.292790787,341342.94776149205,125857.89684917037,41765.49029127482,508966.3349019373,0.0,508966.3349019373,468249.0281097823,337139.30023904325,2032517.7072620434,1457344.0040286717,437854.1045510941,67.23899384143333,250.0,0.0,0.0,575173.7032333717,718967.1290417146,21674.09,21674.09,0.0,0.927485,0.92,0.6624,0.0,1.0,3.0,78041.50468496373,0.0,0.0,2211143.0809370046,2032517.7072620434,250.0,3.0,337139.30023904325,131109.72787073907,34.660881960128854,50.60275000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,508966.3349019373,508966.3349019373,468249.0281097823
INI_0000009,PLT_BIZ,PLT_BIZ_L03,AltaDemanda,quick_wins_operativos,Quick Wins Operativos,5.540258249999999,6.1558425,1.518705,7.387010999999999,4.9246739999999996,8387584.458856948,2996756.529474138,960514.393892401,12344855.382223487,464693.8399575398,157716.88016110982,47302.20262227666,669712.9227409263,0.0,669712.9227409263,581827.5004590186,418915.8003304934,2506088.8940377566,1798011.821247185,541913.6378492035,79.00641783399463,250.0,0.0,0.0,708077.0727905715,885096.3409882144,22757.7945,21674.09,0.05,0.8687715,0.8687715,0.62551548,0.06,1.0,4.0,121214.06259562884,0.0,0.0,2888072.830742377,2506088.8940377566,250.0,3.0,418915.8003304934,162911.7001285252,35.88891874575965,50.60275000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,669712.9227409263,669712.9227409263,581827.5004590186
INI_0000009,PLT_BIZ,PLT_BIZ_L03,ShockEnergia,quick_wins_operativos,Quick Wins Operativos,5.86733625,6.5192625,1.518705,7.823115,5.21541,11608221.650639448,2622161.9632898704,1008540.1135870211,15238923.72751634,681093.3968883167,145397.13188239382,52599.50193802886,879090.0307087394,0.0,879090.0307087394,780564.4331550022,562006.3918716015,3370309.724737379,2420372.194254913,727017.0475149658,108.41866563958821,250.0,0.0,0.0,949937.5304824659,1187421.9131030822,22324.312700000002,21674.09,0.03,0.8879232,0.8879232,0.639304704,0.04,1.0,4.0,162617.59024062543,0.0,0.0,3798539.9663698333,3370309.724737379,250.0,3.0,562006.3918716015,218558.04128340073,35.84283073811626,50.60275000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,879090.0307087394,879090.0307087394,780564.4331550022
INI_0000010,PLT_BIZ,PLT_BIZ_L03,RestriccionOperativa,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,2.99086875,3.5890425000000006,2.88386,21.534255,2.6319645000000005,7811150.284030231,2541891.6991075273,960514.393892401,11313556.37703016,233621.25286059643,304444.55737086147,25280.397864638166,563346.2080960961,16260.939860208335,547085.2682358878,388898.77969492023,275454.0582194842,1456351.8183959313,999480.7249210337,350937.3934488713,9.09912007782764,250.0,221.58603350239895,0.0,456871.09347489756,571088.866843622,109843.66800000002,101707.1,0.08,0.7192020000000001,0.7192020000000001,0.5178254400000001,0.12,3.0,8.0,210653.50566808178,0.0,0.0,2093409.5241466106,1456351.8183959313,250.0,11.0,275454.0582194842,113444.721475436,63.30590262432653,55.218250000000005,67,screening,screening_financiero,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,563346.2080960961,547085.2682358878,388898.77969492023
INI_0000010,PLT_BIZ,PLT_BIZ_L03,Base,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,2.7176512500000007,3.2611815,2.88386,19.567089000000003,2.3915331,6977899.426153619,2675675.4727447657,960514.393892401,10614089.292790787,189634.9709786067,293448.6663331999,22971.01966020115,506054.6569720077,16165.360572833333,489889.2963991744,404307.8630853533,286575.360461061,1606610.1031562805,1109156.3606816723,372121.027680933,10.905397564984867,250.0,298.19201331198195,0.0,497453.7424746081,621817.1780932602,101707.1,101707.1,0.0,0.830885,0.830885,0.5982371999999999,0.0,2.0,5.0,134769.28769511776,0.0,0.0,1968216.3150293056,1606610.1031562805,250.0,8.0,286575.360461061,117732.50262429228,59.78812552335013,55.218250000000005,67,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,506054.6569720077,489889.2963991744,404307.8630853533
INI_0000010,PLT_BIZ,PLT_BIZ_L03,AltaDemanda,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,3.07792125,3.6935054999999997,2.88386,22.161032999999996,2.7085706999999997,8387584.458856948,2996756.529474138,960514.393892401,12344855.382223487,258163.2444208555,368566.0552045138,26016.21144225216,652745.5110676214,16563.573925166667,636181.9371424548,491251.2194563331,349063.0773095131,1949316.5417241491,1354194.7247867445,450363.85372997983,12.68062172357349,250.0,0.0,0.0,595121.8169374047,743902.2711717559,106792.45500000002,101707.1,0.05,0.7779675,0.7779675,0.5601366,0.06,2.0,6.0,184219.2072961249,0.0,0.0,2555917.280274805,1949316.5417241491,250.0,8.0,349063.0773095131,142188.14214681997,61.01616645213558,55.218250000000005,67,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,652745.5110676214,636181.9371424548,491251.2194563331
INI_0000010,PLT_BIZ,PLT_BIZ_L03,ShockEnergia,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,3.25963125,3.9115575,2.88386,23.469345,2.8684754999999997,11608221.650639448,2622161.9632898704,1008540.1135870211,15238923.72751634,378385.2204935093,340105.7422448635,28929.72606591587,747420.6888042887,16206.784999708334,731213.9038045804,578132.5797526455,411717.5576219863,2314988.5526551986,1618466.2629567168,530013.9852526118,15.449525833398221,250.0,0.0,0.0,696522.2896984818,870652.8621231022,104758.31300000001,101707.1,0.03,0.7951872,0.7951872,0.572534784,0.04,2.0,6.0,216799.71740724205,0.0,0.0,2955703.272838415,2314988.5526551986,250.0,7.0,411717.5576219863,166415.02213065914,60.97007683549879,55.218250000000005,67,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,747420.6888042887,731213.9038045804,578132.5797526455
INI_0000011,PLT_BIZ,PLT_BIZ_L03,RestriccionOperativa,optimizacion_parametros,Optimización de Parámetros de Proceso,7.776258750000001,8.374432500000003,3.686305000000001,13.1598225,7.178085000000001,7811150.284030231,2541891.6991075273,960514.393892401,11313556.37703016,607415.2574375507,233122.4519260807,68946.53963083136,909484.2489944628,19346.02238104167,890138.2266134211,579212.8464096842,411616.36314828094,2015949.0193608522,1353999.5613348263,518588.58442576695,4.982593547907058,213.14498717714935,135.2906711836636,1.0,661949.4580260259,827436.8225325324,271745.9388,251616.61,0.08,0.6581300000000001,0.6581300000000001,0.47385360000000004,0.12,3.0,10.0,362008.0290060526,0.0,0.0,3243999.1723666466,2015949.0193608522,213.14498717714935,14.0,411616.36314828094,167596.48326140322,69.49898274460938,57.255250000000004,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,909484.2489944628,890138.2266134211,579212.8464096842
INI_0000011,PLT_BIZ,PLT_BIZ_L03,Base,optimizacion_parametros,Optimización de Parámetros de Proceso,7.065893250000002,7.609423500000003,3.686305000000001,11.957665500000001,6.522363,6977899.426153619,2675675.4727447657,960514.393892401,10614089.292790787,493050.9245443774,225858.62942698988,62648.235436912226,781557.7894082796,19232.30945616667,762325.4799521129,575912.2238113971,409271.7544964792,2158837.059738487,1461371.1713974334,527978.431917069,5.807928067218747,228.8848195718864,173.85269541677647,1.0,697465.8883410536,871832.360426317,251616.61,251616.61,0.0,0.761485,0.761485,0.5482691999999999,0.0,2.0,6.0,215967.08392927388,0.0,0.0,2939061.022304424,2158837.059738487,228.8848195718864,11.0,409271.7544964792,166640.46931491792,64.87009349261075,57.255250000000004,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,781557.7894082796,762325.4799521129,575912.2238113971
INI_0000011,PLT_BIZ,PLT_BIZ_L03,AltaDemanda,optimizacion_parametros,Optimización de Parámetros de Proceso,8.002595249999999,8.6181795,3.686305000000001,13.5428535,7.387010999999999,8387584.458856948,2996756.529474138,960514.393892401,12344855.382223487,671224.4354942243,281809.68516685255,70953.30393341498,1023987.4245944918,19706.073241833335,1004281.3513526585,710122.0198705357,505770.1537990724,2679846.217120694,1832638.5564705872,648459.7268602576,6.936624946109527,250.0,194.41737656001354,1.0,847207.6606501068,1059009.5758126336,264197.44049999997,251616.61,0.05,0.7127315,0.7127315,0.51316668,0.06,2.0,7.0,295884.17494605656,0.0,0.0,3899380.1703668875,2679846.217120694,250.0,10.0,505770.1537990724,204351.86607146333,66.09813508991039,57.255250000000004,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,1023987.4245944918,1004281.3513526585,710122.0198705357
INI_0000011,PLT_BIZ,PLT_BIZ_L03,ShockEnergia,optimizacion_parametros,Optimización de Parámetros de Proceso,8.47504125,9.126967500000001,3.686305000000001,14.3423775,7.823115,11608221.650639448,2622161.9632898704,1008540.1135870211,15238923.72751634,983801.5732831242,259314.83442633194,78899.2529070433,1322015.6606164996,19281.59307054167,1302734.0675459579,943890.3670783292,674202.2182366453,3654041.877159829,2535961.2347970176,861929.1790630999,9.785118264691258,250.0,255.01566667128824,1.0,1118080.6423628111,1397600.8029535138,259165.1083,251616.61,0.03,0.7285632,0.7285632,0.5245655039999999,0.04,2.0,7.0,393287.65294930385,0.0,0.0,5141746.089784394,3654041.877159829,250.0,9.0,674202.2182366453,269688.14884168387,66.05204521365637,57.255250000000004,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,1322015.6606164996,1302734.0675459579,943890.3670783292
INI_0000012,PLT_BIZ,PLT_BIZ_L03,RestriccionOperativa,capex_mayor,CAPEX Mayor,19.141560000000002,17.347038750000003,6.2103,25.123297500000003,20.337907500000004,7811150.284030231,2541891.6991075273,960514.393892401,11313556.37703016,1495176.0183078172,445234.86623954185,195348.52895402221,2135759.4135013814,9491.944911041666,2126267.4685903396,954874.5083581135,684851.90144275,1161028.0901890658,343156.2358660823,775002.7483118175,0.1982195541963903,55.1570333211452,23.71199718928253,1.0,817871.8543229834,1022339.8179037293,1731192.6528,1602956.16,0.08,0.5131060000000001,0.45153328000000004,0.3251039616,0.12,9.0,23.0,934116.3668720676,12.0,0.0,4709061.876953864,1161028.0901890658,55.1570333211452,49.0,684851.90144275,270022.60691536346,98.98121621901251,83.618,30,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,2135759.4135013814,2126267.4685903396,954874.5083581135
INI_0000012,PLT_BIZ,PLT_BIZ_L03,Base,capex_mayor,CAPEX Mayor,17.392968000000003,15.76237725,6.2103,22.828270500000002,18.480028500000003,6977899.426153619,2675675.4727447657,960514.393892401,10614089.292790787,1213663.8142630828,430712.61266054586,177503.333737918,1821879.7606615466,9436.152728166666,1812443.60793338,947201.573263328,679343.0099857094,1777226.1444619426,821346.4233480339,815248.1009545744,0.5123948139342962,59.09092194157874,33.8834945960123,1.0,955879.7211139087,1194849.6513923858,1602956.16,1602956.16,0.0,0.5966849999999999,0.5250828,0.37805961599999993,0.0,6.0,14.0,828801.3766054121,12.0,0.0,4864927.745919564,1777226.1444619426,59.09092194157874,38.0,679343.0099857094,267858.5632776186,88.79677081666648,83.618,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.0162083333333334,90.0,1.0,1821879.7606615466,1812443.60793338,947201.573263328
INI_0000012,PLT_BIZ,PLT_BIZ_L03,AltaDemanda,capex_mayor,CAPEX Mayor,19.698695999999998,17.851943249999998,6.2103,25.854538499999997,20.9298645,8387584.458856948,2996756.529474138,960514.393892401,12344855.382223487,1652244.764293475,538453.1115552511,201034.36114467582,2391732.2369934022,9668.600497833333,2382063.636495569,1164387.6944068829,835651.9318335622,2258033.872705221,1145352.1089815395,982715.1508052826,0.6804999160821535,69.18097256882487,36.99514802882064,1.0,1112681.7637236817,1390852.204654602,1683103.9679999999,1602956.16,0.05,0.5578194999999999,0.4908811599999999,0.35343443519999995,0.06,7.0,17.0,1078770.9521710826,12.0,0.0,6379538.038486221,2258033.872705221,69.18097256882487,37.0,835651.9318335622,328735.76257332065,92.2470350185545,83.618,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.2215041666666666,90.0,1.12,2391732.2369934022,2382063.636495569,1164387.6944068829
INI_0000012,PLT_BIZ,PLT_BIZ_L03,ShockEnergia,capex_mayor,CAPEX Mayor,20.86164,18.90586125,6.2103,27.380902499999998,22.165492500000003,11608221.650639448,2622161.9632898704,1008540.1135870211,15238923.72751634,2421665.4111584593,495884.9533849857,223547.88323662267,3141098.247780068,9460.333272541668,3131637.914507526,1567096.3797398384,1125660.5000963719,3709777.3256489853,2199685.6165371235,1327739.230217869,1.3322991337667653,94.91543398566314,51.24766931113598,1.0,1510091.709111862,1887614.6363898274,1651044.8447999998,1602956.16,0.03,0.5703552,0.5019125759999999,0.3613770547199999,0.04,7.0,16.0,1444666.9750726635,12.0,0.0,9061859.72122143,3709777.3256489853,94.91543398566314,30.0,1125660.5000963719,441435.87964346656,91.08983388269766,83.618,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.6905333333333332,94.5,0.98,3141098.247780068,3131637.914507526,1567096.3797398384
INI_0000013,PLT_BIZ,PLT_BIZ_L04,RestriccionOperativa,quick_wins_operativos,Quick Wins Operativos,5.782346249999999,6.424829166666666,1.51428,7.709794999999999,5.139863333333333,8402683.845787136,2981121.728837959,1040389.5838914007,12424195.158516496,485872.2742562282,163074.4248196409,53474.60274625334,702421.3018221224,2136.8848725000003,700284.4169496224,562757.3502658692,404586.96442712576,2396695.782185853,1715610.836737561,522086.6527330559,64.62059028982856,250.0,0.0,0.0,681084.945448292,851356.181810365,26548.981200000002,24582.39,0.08,0.8042100000000001,0.8042100000000001,0.5790312000000001,0.12,1.0,5.0,140689.33756646723,0.0,0.0,2988890.169354276,2396695.782185853,250.0,3.0,404586.96442712576,158170.38583874342,42.3692931128257,62.48100000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,702421.3018221224,700284.4169496224,562757.3502658692
INI_0000013,PLT_BIZ,PLT_BIZ_L04,Base,quick_wins_operativos,Quick Wins Operativos,5.25412575,5.8379175000000005,1.51428,7.005501,4.670334,7506331.417735326,3138022.87246101,1040389.5838914007,11684743.874087738,394392.0918995718,157365.36954710633,48589.66846893862,600347.1299156167,2124.324594,598222.8053216167,550195.0349283674,395545.6142621045,2389103.618503954,1710662.1219644581,514480.8422123145,69.58892613633004,250.0,0.0,0.0,678441.4965394957,848051.8706743696,24582.39,24582.39,0.0,0.927485,0.92,0.6624,0.0,1.0,3.0,91699.17248806119,0.0,0.0,2599799.7354416847,2389103.618503954,250.0,3.0,395545.6142621045,154649.42066626286,39.962632598922546,62.48100000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,600347.1299156167,598222.8053216167,550195.0349283674
INI_0000013,PLT_BIZ,PLT_BIZ_L04,AltaDemanda,quick_wins_operativos,Quick Wins Operativos,5.950647749999999,6.611830833333332,1.51428,7.934196999999998,5.289464666666666,9022771.022816457,3514585.6171563314,1040389.5838914007,13577746.223864188,536913.3208568793,197356.2949339677,55031.03943561599,789300.655226463,2176.6546620000004,787124.000564463,683545.2595300771,491543.1235562955,2945139.7856254373,2110624.460436416,636653.4719212931,81.77067135249939,250.0,0.0,0.0,834515.3251890214,1043144.1564862768,25811.5095,24582.39,0.05,0.8687715,0.8687715,0.62551548,0.06,1.0,4.0,142405.26240209956,0.0,0.0,3395332.9374807035,2945139.7856254373,250.0,3.0,491543.1235562955,192002.13597378158,41.190670007448986,62.48100000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,789300.655226463,787124.000564463,683545.2595300771
INI_0000013,PLT_BIZ,PLT_BIZ_L04,ShockEnergia,quick_wins_operativos,Quick Wins Operativos,6.301953749999998,7.002170833333333,1.51428,8.402604999999998,5.601736666666666,12487305.06972372,3075262.4150117896,1092409.0630859707,16654976.54782148,786944.190115394,182001.84601236915,61193.87903687661,1030139.9151646397,2129.7682665,1028010.1468981397,912555.3616542155,656443.525276415,3940997.6509751906,2827836.8450518497,849953.2857809006,111.68452966122835,250.0,0.0,0.0,1113160.8059233408,1391451.007404176,25319.8617,24582.39,0.03,0.8879232,0.8879232,0.639304704,0.04,1.0,4.0,190115.7003446282,0.0,0.0,4442808.670752694,3940997.6509751906,250.0,3.0,656443.525276415,256111.83637780044,41.14458175790407,62.48100000000001,88,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,1030139.9151646397,1028010.1468981397,912555.3616542155
INI_0000014,PLT_BIZ,PLT_BIZ_L04,RestriccionOperativa,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,3.212414583333333,3.8548974999999994,2.862272,23.129384999999996,2.8269248333333326,8402683.845787136,2981121.728837959,1040389.5838914007,12424195.158516496,269929.0412534601,381255.99596029054,29411.031510439334,680596.06872419,847.0548222916668,679749.0139018983,471869.11186291924,339508.58519106015,1758028.3469772364,1224978.43714446,425808.7831906092,8.60781559583401,250.0,209.607437934942,0.0,533049.9098327765,666312.3872909707,142310.02320000003,131768.54,0.08,0.694562,0.694562,0.50008464,0.12,3.0,8.0,255595.76892574792,0.0,0.0,2595214.219715859,1758028.3469772364,250.0,11.0,339508.58519106015,132360.5266718591,58.92649899540129,60.42125,67,screening,screening_financiero,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,680596.06872419,679749.0139018983,471869.11186291924
INI_0000014,PLT_BIZ,PLT_BIZ_L04,Base,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,2.9189587500000003,3.5027505,2.862272,21.016503,2.5686837000000002,7506331.417735326,3138022.87246101,1040389.5838914007,11684743.874087738,219106.71772198437,367286.70452440163,26724.317657916235,613117.7399043023,842.0759651666667,612275.6639391356,491420.96063789906,353587.3103890406,1944626.597712375,1362239.7153572275,452299.076008623,10.338125590199507,250.0,281.1244270333737,0.0,582386.8823551475,727983.6029439344,131768.54,131768.54,0.0,0.802885,0.802885,0.5780772,0.0,2.0,5.0,163806.98687929974,0.0,0.0,2455272.537557144,1944626.597712375,250.0,8.0,353587.3103890406,137833.65024885844,55.4087214962234,60.42125,67,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,613117.7399043023,612275.6639391356,491420.96063789906
INI_0000014,PLT_BIZ,PLT_BIZ_L04,AltaDemanda,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,3.305915416666666,3.967098499999999,2.862272,23.802590999999996,2.9092055666666656,9022771.022816457,3514585.6171563314,1040389.5838914007,13577746.223864188,298285.17825382185,461626.4257737133,30267.07168958879,790178.6757171239,862.8194488333335,789315.8562682905,593073.0067072535,426770.9753835492,2343922.3567125374,1647872.9847504906,543710.9044523146,11.910300004989923,250.0,0.0,0.0,696049.3719620467,870061.7149525584,138356.967,131768.54,0.05,0.7516475,0.7516475,0.5411862,0.06,2.0,6.0,222402.37751522014,0.0,0.0,3165287.6226792666,2343922.3567125374,250.0,8.0,426770.9753835492,166302.03132370434,56.63676268099547,60.42125,67,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,790178.6757171239,789315.8562682905,593073.0067072535
INI_0000014,PLT_BIZ,PLT_BIZ_L04,ShockEnergia,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,3.5010854166666663,4.201302499999999,2.862272,25.207814999999993,3.080955166666666,12487305.06972372,3075262.4150117896,1092409.0630859707,16654976.54782148,437191.2167307744,426106.47631827806,33656.63347028213,896954.3265193347,844.2338207916669,896110.092698543,688292.233315164,495334.0225170965,2745093.3458186067,1937475.7817283298,631004.9327333746,14.275368371539457,250.0,0.0,0.0,807617.5640902768,1009521.9551128461,135721.5962,131768.54,0.03,0.7683072,0.7683072,0.5531811839999999,0.04,2.0,6.0,258109.58749318653,0.0,0.0,3614905.2738806005,2745093.3458186067,250.0,7.0,495334.0225170965,192958.2107980675,56.590672964946364,60.42125,67,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,896954.3265193347,896110.092698543,688292.233315164
INI_0000015,PLT_BIZ,PLT_BIZ_L04,RestriccionOperativa,optimizacion_parametros,Optimización de Parámetros de Proceso,8.352277916666665,8.994760833333332,3.5759500000000006,14.134624166666665,7.709794999999999,8402683.845787136,2981121.728837959,1040389.5838914007,12424195.158516496,701815.5072589963,289999.8182344622,80211.90411938001,1072027.2296128385,6349.214500000001,1065678.0151128385,665222.2434909628,477182.2352534931,2238982.969390287,1496288.4980160892,595595.6669795706,3.8522433589900564,171.2636281798761,112.69884070157103,1.0,742694.4713741979,928368.0892177473,388420.0344,359648.18,0.08,0.6264500000000001,0.6264500000000001,0.451044,0.12,3.0,10.0,415763.90218185174,0.0,0.0,3820647.9054918513,2238982.969390287,171.2636281798761,16.0,477182.2352534931,188040.00823746965,65.35509607914325,67.62775,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,1072027.2296128385,1065678.0151128385,665222.2434909628
INI_0000015,PLT_BIZ,PLT_BIZ_L04,Base,optimizacion_parametros,Optimización de Parámetros de Proceso,7.589292750000001,8.173084500000002,3.5759500000000006,12.8434185,7.005501,7506331.417735326,3138022.87246101,1040389.5838914007,11684743.874087738,569677.4660771594,280657.29031482595,72884.50270340791,923219.2590953932,6311.8948,916907.3642953932,663469.8293848214,475930.9466130713,2417273.7516399617,1632338.5314702608,608248.5240973134,4.538709278245926,184.47746055181523,142.8823448474179,1.0,784935.2201697009,981169.0252121261,359648.18,359648.18,0.0,0.7254849999999999,0.7254849999999999,0.5223492,0.0,2.0,6.0,248801.18601930805,0.0,0.0,3478024.697386036,2417273.7516399617,184.47746055181523,12.0,475930.9466130713,187538.88277175004,60.72620661521382,67.62775,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,923219.2590953932,916907.3642953932,663469.8293848214
