fecha,planta_id,linea_id,familia_proceso,production_volume,planned_vs_actual_utilization,sec,sec_vs_target,sec_vs_benchmark,cost_energy_per_unit,emissions_per_unit,oee_synthetic,availability_rate,performance_loss_proxy,quality_loss_proxy,stop_density,process_deviation_density,loss_value_proxy,thermal_loss_proxy,process_loss_proxy,line_criticality_weight,trend_sec_7d,trend_oee_7d,sec_benchmark_gap,sec_gap_persistencia_14d,process_deviation_risk_score,process_deviation_risk_scaling_method,process_deviation_risk_scale_version,process_deviation_risk_comparability_tag,loss_stop_proxy,loss_process_proxy,loss_thermal_proxy
2024-06-01,PLT_ALA,PLT_ALA_L01,Laminacion,198.4798,1.1414848484848483,395.7792978292344,-162.70070217076562,-168.62670217076555,4.212561623715494,81.67047145351819,0.9707017144133332,1.0,0.0,0.0337179999999999,0.0,0.0151148882657076,12568.142072516,0.0,7971.417306171898,0.8,-1.566415275271491,0.0010477521935714,-168.62670217076555,-143.73918069729586,37.496082398561335,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7971.417306171898,0.0
2024-06-02,PLT_ALA,PLT_ALA_L01,Laminacion,190.4976,1.1275795454545456,420.6975330921409,-137.78246690785917,-143.70846690785908,3.7818155766393,86.95640354524151,0.95820170373,1.0,0.0077299999999999,0.0343029999999999,0.0,0.0052494099663197,12959.767130795,0.0,6368.33106729515,0.8,-0.1491162131807902,-0.00241742994,-143.70846690785908,-143.53930928339298,23.284347092336628,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6368.33106729515,0.0
2024-06-03,PLT_ALA,PLT_ALA_L01,Laminacion,195.555,1.1317272727272727,421.93225324556573,-136.54774675443429,-142.47374675443422,4.833686161993512,87.21207568203317,0.96061489894,1.0,0.0040799999999999,0.0354499999999998,0.0,0.0,14688.048644905,0.0,6208.454561593266,0.8,0.237752047528853,-0.0030292986192858,-142.47374675443422,-144.02532018927167,16.0228214285713,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6208.454561593266,0.0
2024-06-04,PLT_ALA,PLT_ALA_L01,Laminacion,188.57319999999996,1.1330492424242422,441.7275104811438,-116.75248951885612,-122.67848951885615,5.128772596462723,91.16268547174256,0.9629872884733331,1.0,0.0029166666666667,0.0343313333333332,0.0,0.010605960974306,14917.497004656,0.0,8532.637947960573,0.8,4.031682815070445,-0.000135231292857,-122.67848951885615,-143.22969930461267,31.19935812812559,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,8532.637947960573,0.0
2024-06-05,PLT_ALA,PLT_ALA_L01,Laminacion,200.1545,1.1892916666666669,413.4421789571192,-145.0378210428807,-150.96382104288074,4.20366846961391,85.91089003744607,1.01549495673,1.0,0.0,0.0297036666666667,0.0,0.004996140481478,14701.199068517,0.0,6576.569503496429,0.8,0.558449082895228,0.0055705069742857,-150.96382104288074,-144.92938045473295,19.809002388883687,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6576.569503496429,0.0
2024-06-06,PLT_ALA,PLT_ALA_L01,Laminacion,195.23890000000003,1.1380227272727272,416.1018945971953,-142.3781054028047,-148.30410540280462,3.828282259851217,86.01217662054026,0.9717090487,1.0,0.0,0.0298773333333334,0.0,0.0,14001.131950794,0.0,5235.396599920575,0.8,0.7920208936361368,0.0041462896834524,-148.30410540280462,-145.60351974261494,12.423333333333376,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5235.396599920575,0.0
2024-06-07,PLT_ALA,PLT_ALA_L01,Laminacion,198.8856,1.1231590909090907,412.7946113237562,-145.6853886762438,-151.6113886762437,4.719226740227934,85.67484252253557,0.9605641316033332,1.0,0.01162,0.0280943333333333,0.0,0.0,14364.192113507,0.0,5147.055124152443,0.8,1.191592471615314,0.0018386428321429,-151.6113886762437,-145.41467062710387,11.640958333333314,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5147.055124152443,0.0
2024-06-08,PLT_ALA,PLT_ALA_L01,Laminacion,196.3199,1.1469734848484847,400.0289494511117,-158.4510505488883,-164.37705054888823,3.8741050656484393,82.96527713186487,0.9786390650966664,1.0,0.0,0.030405,0.0,0.0,12791.714544501,0.0,4842.223592604952,0.8,-3.782380380380535,0.0024975824876191,-164.37705054888823,-147.6477462144464,12.753125,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4842.223592604952,0.0
2024-06-09,PLT_ALA,PLT_ALA_L01,Laminacion,191.9732,1.122087121212121,406.6004647770146,-151.8795352229854,-157.80553522298533,4.1577236092902465,84.01730460293415,0.9515248527866668,1.0,0.0125633333333333,0.0365269999999999,0.0,0.0,12205.196425525,0.0,5274.002683929137,0.8,-4.644287682109996,-0.001817764655,-157.80553522298533,-148.6938272359424,16.938327380952316,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5274.002683929137,0.0
2024-06-10,PLT_ALA,PLT_ALA_L01,Laminacion,196.5199,1.1145795454545455,411.4518386459866,-147.02816135401343,-152.95416135401337,3.753108410624526,84.96048547755215,0.9506597933066664,1.0,0.01917,0.0309679999999999,0.0,0.0050885431958799,13996.129321222,0.0,6435.394340201392,0.8,-4.306549607562993,-0.0056425956067856,-152.95416135401337,-148.80669782242677,21.285529079534072,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6435.394340201392,0.0
2024-06-11,PLT_ALA,PLT_ALA_L01,Laminacion,196.9843,1.1474848484848483,414.37111584087785,-144.10888415912217,-150.0348841591221,4.340381817848886,85.72918943286342,0.98107204215,1.0,0.0,0.0283783333333333,0.0,0.0,13990.154520931,0.0,5047.793481928172,0.8,-0.4538374213529635,-0.0055145190479762,-150.0348841591221,-149.51751655344316,11.486458333333314,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5047.793481928172,0.0
2024-06-12,PLT_ALA,PLT_ALA_L01,Laminacion,198.80400000000003,1.1417348484848486,408.6858391617695,-149.79416083823054,-155.72016083823047,4.644602224711826,84.74113569143476,0.9768925482866668,1.0,0.0,0.0278299999999999,0.0,0.0050300798776684,14113.742200912002,0.0,6089.567404953286,0.8,-0.2740095741842352,0.0010209660022619,-155.72016083823047,-148.83139649343232,18.68886981650254,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6089.567404953286,0.0
2024-06-13,PLT_ALA,PLT_ALA_L01,Laminacion,194.3968,1.1498295454545453,409.2429290937153,-149.2370709062847,-155.16307090628464,4.939306133661537,84.64455114487482,0.9765184390766668,1.0,0.0,0.0349583333333333,0.0,0.0051441175986435,14098.907274622,0.0,6986.67375013283,0.8,0.515335135537712,0.0026398956486905,-155.16307090628464,-150.0773312403704,23.315134731298564,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6986.67375013283,0.0
2024-06-14,PLT_ALA,PLT_ALA_L01,Laminacion,195.8942,1.1252045454545454,419.6172908002615,-138.8627091997384,-144.78870919973843,4.30748682858518,86.80349183385725,0.9609590433766666,1.0,0.00982,0.0294956666666665,0.0,0.0,13907.977187531,0.0,5154.11670099364,0.8,2.188712614165508,0.0008278522285714,-144.78870919973843,-150.6578780502219,12.465363095237992,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5154.11670099364,0.0
2024-06-15,PLT_ALA,PLT_ALA_L01,Laminacion,194.68329999999995,1.1035757575757577,406.09810994021814,-152.38189005978177,-158.3078900597818,3.533958768526952,84.33635047279351,0.93448323274,1.0,0.0288533333333332,0.0379243333333333,0.0,0.0051365474080211,12794.745353262002,0.0,6671.002735757777,0.8,0.3462733232499485,-0.0012528558240476,-158.3078900597818,-149.9208200422945,25.98191039774591,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6671.002735757777,0.0
2024-06-16,PLT_ALA,PLT_ALA_L01,Laminacion,194.5641,1.0649545454545453,400.5499559785305,-157.93004402146954,-163.85604402146947,3.955439112323879,82.94306524173781,0.9067620670499998,1.0,0.0628400000000001,0.0324456666666664,0.0,0.0051396943218199,12302.181677932998,0.0,5825.021490964625,0.8,-1.368578863042682,-0.0086001536607143,-163.85604402146947,-151.35993269326667,23.53351172082492,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5825.021490964625,0.0
2024-06-17,PLT_ALA,PLT_ALA_L01,Laminacion,191.35810000000004,1.116685606060606,417.3823281704551,-141.09767182954494,-147.02367182954487,4.902699565420096,86.24400676010056,0.9564794775700002,1.0,0.0173166666666668,0.0267539999999999,0.0,0.0,13578.952356127998,0.0,4706.430939253067,0.8,-0.3708195904015239,-0.0091454950910713,-147.02367182954487,-151.68492734148887,10.966011904761846,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4706.430939253067,0.0
2024-06-18,PLT_ALA,PLT_ALA_L01,Laminacion,190.9225,1.0922840909090907,424.2195206279737,-134.26047937202634,-140.18647937202627,4.552401788871822,87.73396514292448,0.9313314560433332,1.0,0.0387900000000001,0.0309686666666667,0.0,0.0,14223.118982913998,0.0,5454.22240457211,0.8,1.5647324189414518,-0.0082485062882141,-140.18647937202627,-152.93549804528672,14.213702380952403,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5454.22240457211,0.0
2024-06-19,PLT_ALA,PLT_ALA_L01,Laminacion,180.0364,1.081185606060606,426.5623639585362,-131.91763604146394,-137.84363604146375,4.143851243649963,88.23365719376748,0.8742430154404585,0.9465833333333332,0.0485566666666666,0.0344386666666668,0.0055544323259074,0.0055544323259074,18871.654126007,0.0,9382.133776562452,0.8,2.587392231433028,-0.0122887571694746,-137.84363604146375,-151.9983419737569,30.547580814768576,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,104.82132572083704,9382.133776562452,0.0
2024-06-20,PLT_ALA,PLT_ALA_L01,Laminacion,199.7822,1.1404545454545456,404.12511665499943,-154.35488334500047,-160.28088334500052,4.562978014830661,83.85396401681433,0.9735716865,1.0,0.0,0.0297996666666665,0.0,0.0,13381.972985906,0.0,4994.78238623486,0.8,0.647198223224756,-0.0020740398655624,-160.28088334500052,-152.85382611248522,12.374791666666562,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4994.78238623486,0.0
2024-06-21,PLT_ALA,PLT_ALA_L01,Laminacion,199.9323,1.1478295454545455,402.8308024634726,-155.64919753652742,-161.57519753652736,4.653553539038858,82.97154581825947,0.9785320377433332,1.0,0.0,0.0314406666666666,0.0,0.0,13697.204916469,0.0,5309.116525985398,0.8,0.2331583825279425,0.0065546139921592,-161.57519753652736,-153.5655267453626,13.400416666666626,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5309.116525985398,0.0
2024-06-22,PLT_ALA,PLT_ALA_L01,Laminacion,194.1317,1.1662310606060606,409.84325400406897,-148.63674599593105,-154.56274599593098,3.637520026422224,84.58179802680347,0.9934234567766668,1.0,0.0,0.0320496666666665,0.0,0.0,12867.875716437,0.0,5056.233383023276,0.8,-0.7613414753686829,0.0123689114279762,-154.56274599593098,-152.86450499157996,13.78104166666656,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5056.233383023276,0.0
2024-06-23,PLT_ALA,PLT_ALA_L01,Laminacion,187.5212,1.1490151515151514,420.6711260242155,-137.80887397578454,-143.73487397578447,3.819594022921423,87.23968921913895,0.9832670222166668,1.0,0.0,0.0276293333333333,0.0,0.0,12560.47801033,0.0,4449.633071679478,0.8,-1.5220607564854454,0.0110298449181979,-143.73487397578447,-151.85945775963705,11.018333333333311,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4449.633071679478,0.0
2024-06-24,PLT_ALA,PLT_ALA_L01,Laminacion,198.10399999999996,1.1541477272727274,408.8044092706876,-149.67559072931232,-155.60159072931236,4.681357423147763,84.93416781084684,0.9881554347166668,1.0,0.0,0.027247,0.0,0.0,13509.528726654,0.0,4740.645612381066,0.8,-1.868202592551058,0.0145847042803244,-155.60159072931236,-152.0485598578727,10.779375,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4740.645612381066,0.0
2024-06-25,PLT_ALA,PLT_ALA_L01,Laminacion,176.5225,1.042253787878788,455.0537311988794,-103.4262688011205,-109.35226880112054,4.3757873323844585,93.2342483819343,0.8300219998788666,0.928875,0.0828166666666666,0.035073,0.0056650002124375,0.0283250010621875,21464.336900086,0.0,18121.56190451725,0.8,4.024036089755312,-0.0035271630635038,-109.35226880112054,-149.14265876087256,66.18931728190923,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,121.59547309881724,18121.56190451725,0.0
2024-06-26,PLT_ALA,PLT_ALA_L01,Laminacion,193.33799999999997,1.1356553030303032,423.9090395746678,-134.5709604253321,-140.49696042533213,4.611120490156612,88.1493378435693,0.9657761886666668,1.0,0.0006233333333333,0.0334280000000001,0.0,0.0051722889447496,13955.888353784,0.0,6734.823309537319,0.8,5.812813624872773,-0.0116312354031761,-140.49696042533213,-148.0552873028084,22.418742940933985,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6734.823309537319,0.0
2024-06-27,PLT_ALA,PLT_ALA_L01,Laminacion,194.0305,1.086628787878788,416.6184811007426,-141.86151889925742,-147.78751889925735,4.010363651919215,85.99900824870318,0.9276454137666668,1.0,0.0437666666666666,0.0299583333333334,0.0,0.0103076578166834,13758.674952566998,0.0,7281.782624966691,0.8,3.709900436702572,-0.0128999796602785,-147.78751889925735,-147.52846215944933,29.185921248834667,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7281.782624966691,0.0
2024-06-28,PLT_ALA,PLT_ALA_L01,Laminacion,185.1026,1.100875,435.53167510446974,-122.94832489553028,-128.8743248955302,4.880377695744624,89.50624993922288,0.9078597956802316,0.9601666666666664,0.0312299999999999,0.0298320000000001,0.0,0.0108048185168657,13868.168582085,0.0,7427.822680827157,0.8,3.0023072770799395,-0.0139397659371179,-128.8743248955302,-146.39172042343444,29.494513489584325,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7427.822680827157,0.0
2024-06-29,PLT_ALA,PLT_ALA_L01,Laminacion,196.7102,1.1017424242424243,392.63216161135944,-165.84783838864058,-171.7738383886405,3.656038015277165,81.25699129989194,0.94106623015,1.0,0.0304666666666665,0.0294553333333332,0.005083620473163,0.0,16835.512335821,0.0,6233.081880059066,0.8,-2.4677718453264426,-0.0067703657280381,-171.7738383886405,-147.35357387549578,18.113679996972433,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,85.58535518656787,6233.081880059066,0.0
2024-06-30,PLT_ALA,PLT_ALA_L01,Laminacion,185.8273,1.086628787878788,414.2310679892467,-144.2489320107532,-150.17493201075325,3.8573216634729968,85.86640531288997,0.9237397176966669,1.0,0.0437666666666666,0.0343246666666668,0.0,0.0053813406318662,11538.945742371,0.0,5695.172939653402,0.8,-3.462161696055747,-0.0010383958394345,-150.17493201075325,-146.37635158901602,24.52540380494224,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5695.172939653402,0.0
2024-07-01,PLT_ALA,PLT_ALA_L01,Laminacion,190.48949999999996,1.1055833333333331,417.9343420258754,-140.5456579741246,-120.18665797412456,4.3275803849493935,81.91331044493268,0.9454169382033334,1.0,0.0270866666666668,0.028122,0.0,0.0,12729.822107532,0.0,4564.50048854249,0.8,-5.525015363544206,0.0098404531934547,-120.18665797412456,-144.4594220279146,12.100154761904763,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4564.50048854249,0.0
2024-07-02,PLT_ALA,PLT_ALA_L01,Laminacion,190.6894,1.0938219696969698,421.9341505461159,-136.545849453884,-116.18684945388408,3.908491669354856,82.34282901933722,0.9331028769433336,1.0,0.0374366666666666,0.0306489999999999,0.0,0.0052441299831034,12460.441521856,0.0,5723.587927800308,0.8,-0.8783411553790174,-0.0016641772957225,-116.18684945388408,-142.74516274804728,21.841439022274084,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5723.587927800308,0.0
2024-07-03,PLT_ALA,PLT_ALA_L01,Laminacion,189.1418,1.157628787878788,422.70410110075665,-135.77589889924337,-115.41689889924334,4.11056212989653,82.48164319045289,0.9834484172433332,1.0,0.0,0.0345399999999999,0.0,0.0,13059.505787586,0.0,5416.103537756592,0.8,0.5844282606375226,0.0079373528931977,-115.41689889924334,-141.1432529521744,15.337499999999936,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5416.103537756592,0.0
2024-07-04,PLT_ALA,PLT_ALA_L01,Laminacion,194.24910000000003,1.0901136363636366,415.92195624565153,-142.5580437543485,-122.19904375434844,4.379905751436957,81.59081637958681,0.93319820843,1.0,0.0406999999999998,0.0270960000000001,0.0,0.0,12540.829851705,0.0,4384.148707857564,0.8,0.3220644628288832,0.0060765275600942,-122.19904375434844,-138.4231215528421,11.8478571428572,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4384.148707857564,0.0
2024-07-05,PLT_ALA,PLT_ALA_L01,Laminacion,198.83909999999997,1.1406553030303028,396.12598428489497,-162.35401571510494,-141.995015715105,3.851945931273738,77.3091790799697,0.967041317,1.0,0.0,0.0363473333333334,0.0,0.0050291919446426,12926.57276661,0.0,6540.549101237391,0.8,0.6654644145820705,0.0048169186091667,-141.995015715105,-137.02453713702624,24.01087125029727,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6540.549101237391,0.0
2024-07-06,PLT_ALA,PLT_ALA_L01,Laminacion,192.8838,1.0799772727272727,403.06308927009553,-155.4169107299046,-135.05791072990445,2.9885997890623632,78.85695512012931,0.9207261810266668,1.0,0.04962,0.0310883333333332,0.0,0.0051844685764175,10724.523977972,0.0,4957.83960328387,0.8,-2.969030212138516,0.0012251242525,-135.05791072990445,-135.63133461802434,22.37462548367379,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4957.83960328387,0.0
2024-07-07,PLT_ALA,PLT_ALA_L01,Laminacion,190.2897,1.093022727272727,416.99479090937456,-141.48520909062546,-121.12620909062542,3.9717617346267566,81.38185140866794,0.92924954822,1.0,0.0381399999999999,0.0341360000000001,0.0,0.0105102903625367,11516.370318265,0.0,6551.022250679368,0.8,-2.397817597050176,-0.0032022379295238,-121.12620909062542,-134.01642998337013,31.94014982951939,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6551.022250679368,0.0
2024-07-08,PLT_ALA,PLT_ALA_L01,Laminacion,141.7848,0.8608333333333332,1089.6152751082518,531.1352751082517,551.4942751082518,9.972885272155136,107.66820879247987,0.6831067874781332,0.7298333333333332,0.2424666666666667,0.0402666666666666,0.0070529422053703,0.0070529422053703,42369.921285702,6777.6217878751595,24177.44083541605,0.8,70.67021022600312,-0.0311020726373428,551.4942751082518,-83.5095824235441,43.476641227711426,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,298.83260607414513,24177.44083541605,6777.6217878751595
2024-07-09,PLT_ALA,PLT_ALA_L01,Laminacion,172.6096,1.0545568181818183,422.9085551669696,-135.57144483303043,-115.21244483303042,4.057028563468992,82.23826507911495,0.8521226420927501,0.93725,0.0719899999999998,0.0275066666666666,0.0057934205281745,0.0057934205281745,18051.565375909,0.0,7944.216672565275,0.8,48.88817166243998,-0.0332839977191243,-115.21244483303042,-83.92816642582339,27.482075129960016,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,104.58030941447524,7944.216672565275,0.0
2024-07-10,PLT_ALA,PLT_ALA_L01,Laminacion,195.9992,1.1193560606060604,402.1353812196505,-156.3446187803495,-135.98561878034943,4.002128648921991,78.5028866954559,0.95597103764,1.0,0.0149666666666669,0.0294153333333334,0.0,0.0,12206.516593648,0.0,4514.997218144343,0.8,24.95562866158224,-0.0142549377047511,-135.98561878034943,-83.60592773689605,12.562202380952431,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4514.997218144343,0.0
2024-07-11,PLT_ALA,PLT_ALA_L01,Laminacion,201.8662,1.132,398.2095363406573,-160.27046365934274,-139.9114636593427,4.382110030197546,77.93911130243697,0.9643737378266666,1.0,0.0038399999999998,0.0319303333333333,0.0,0.0049537763132213,12529.270283264,0.0,5841.108987105336,0.8,0.3681787258568917,-0.000522854657878,-139.9114636593427,-83.04335236261643,21.246837088879538,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5841.108987105336,0.0
2024-07-12,PLT_ALA,PLT_ALA_L01,Laminacion,194.8224,1.1101174242424243,417.0164819096811,-141.46351809031893,-121.10451809031888,4.026485330080485,80.99174473777144,0.94761157145,1.0,0.0230966666666666,0.0299406666666666,0.0,0.0,12345.541444633,0.0,4623.168648137364,0.8,-24.399650896688534,0.0151346000230428,-121.10451809031888,-82.48836616224419,13.122821428571385,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4623.168648137364,0.0
2024-07-13,PLT_ALA,PLT_ALA_L01,Laminacion,194.55070000000003,1.139223484848485,397.028620178171,-161.451379821829,-141.09237982182896,3.1962255267270763,77.72387377686123,0.9698233263766666,1.0,0.0,0.0325536666666668,0.0,0.0,11000.968972655,0.0,4371.175432702544,0.8,-51.06411133632369,0.0272493570767018,-141.09237982182896,-80.29683340747192,14.096041666666748,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4371.175432702544,0.0
2024-07-14,PLT_ALA,PLT_ALA_L01,Laminacion,191.9509,1.0676363636363635,403.48850267361087,-154.99149732638915,-134.6324973263891,3.6277667359405297,78.69205994866395,0.9132695209466668,1.0,0.0604799999999999,0.0279056666666667,0.0,0.0,10649.714729265,0.0,3798.4825636794617,0.8,-74.83068166398178,0.0327689322422654,-134.6324973263891,-79.18665950144592,12.919041666666686,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,3798.4825636794617,0.0
2024-07-15,PLT_ALA,PLT_ALA_L01,Laminacion,169.51279999999997,1.0138787878787876,459.8497254524165,-98.63027454758338,-78.27127454758346,4.272191949774254,88.1158704239444,0.8045823113255,0.9126666666666666,0.1077866666666668,0.0316453333333334,0.0058992595249444,0.0,21626.415669168997,0.0,8421.254173522193,0.8,4.0124584857776995,-0.0079490870406577,-78.27127454758346,-76.19270354240727,22.507211905896824,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,127.57983862675202,8421.254173522193,0.0
2024-07-16,PLT_ALA,PLT_ALA_L01,Laminacion,187.7397,1.113534090909091,418.9654052650824,-139.51459473491747,-119.15559473491754,3.8820139862935825,81.9541666466922,0.9442918349066668,1.0,0.02009,0.0364983333333334,0.0,0.0,12374.465305927002,0.0,5344.041743044854,0.8,5.7229453972765505,-0.0138915182752022,-119.15559473491754,-76.4047567767668,17.135458333333375,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5344.041743044854,0.0
2024-07-17,PLT_ALA,PLT_ALA_L01,Laminacion,190.3121,1.0534204545454546,418.5372799190979,-139.94272008090195,-119.58372008090204,3.7663703905582544,81.92116449768565,0.8976823654366667,1.0,0.07299,0.0316513333333333,0.0,0.00525452664334,12138.938934112,0.0,5684.265322875021,0.8,4.560792240013211,-0.0132840930467082,-119.58372008090204,-76.70238686117101,23.499301869771884,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5684.265322875021,0.0
2024-07-18,PLT_ALA,PLT_ALA_L01,Laminacion,190.5536,1.1533295454545458,426.4036724647182,-132.0763275352818,-111.71732753528175,4.332289160732387,83.49499154043797,0.99046654952,1.0,0.0,0.0241046666666666,0.0,0.0052478672667427,12040.329287863,0.0,4841.823879500665,0.8,3.09484977637275,0.0005466187960714,-111.71732753528175,-75.95369284552338,16.687217566780678,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4841.823879500665,0.0
2024-07-19,PLT_ALA,PLT_ALA_L01,Laminacion,193.4061,1.1365757575757574,401.93518742000794,-156.54481257999208,-136.18581257999205,3.955263028111777,78.39754883636039,0.9686190934566667,1.0,0.0,0.0314553333333331,0.0,0.0,12150.293216263,0.0,4711.083814963369,0.8,0.6870569919431303,0.0087100504463512,-136.18581257999205,-75.53874976444388,13.409583333333186,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4711.083814963369,0.0
2024-07-20,PLT_ALA,PLT_ALA_L01,Laminacion,196.5893,1.1387613636363634,389.32472967665785,-169.15527032334205,-148.79627032334213,3.0129734581245153,76.20324127508465,0.9717679583966664,1.0,0.0,0.0303539999999999,0.0,0.0101734936743759,10476.300096612002,0.0,5559.771467234955,0.8,-5.388647423430002,0.0196336996866308,-148.79627032334213,-76.52006116397514,27.981490511563788,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5559.771467234955,0.0
2024-07-21,PLT_ALA,PLT_ALA_L01,Laminacion,190.7044,1.112647727272727,407.8780686918603,-150.60193130813974,-130.2429313081397,3.292503716270885,79.42420646823041,0.9496147690266667,1.0,0.0208699999999999,0.0301953333333333,0.0,0.0104874350041215,10868.073494666,0.0,5803.776125377607,0.8,-8.278514784200306,0.0200352267179821,-130.2429313081397,-77.17125560808331,28.949521553801276,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5803.776125377607,0.0
2024-07-22,PLT_ALA,PLT_ALA_L01,Laminacion,197.73060000000004,1.148462121212121,402.1052033209183,-156.37479667908173,-136.0157966790817,3.64007020760768,78.49079707440323,0.9871357218466664,1.0,0.0,0.0233429999999997,0.0,0.0,11904.241638232,0.0,3770.683419212011,0.8,-3.8920703955367095,0.0076320670313094,-136.0157966790817,-126.27911787860714,8.339374999999812,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,3770.683419212011,0.0
2024-07-23,PLT_ALA,PLT_ALA_L01,Laminacion,187.5471,1.1381363636363635,416.485469177658,-141.99453082234191,-121.635530822342,3.2374281646781013,81.59409854911114,0.9657245888133336,1.0,0.0,0.0357286666666665,0.0,0.0106639878729129,12025.757824445998,0.0,7036.098350619652,0.8,-1.7431960442881198,0.0063735960840475,-121.635530822342,-126.73790973498652,32.07639847603591,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7036.098350619652,0.0
2024-07-24,PLT_ALA,PLT_ALA_L01,Laminacion,187.4006,1.122246212121212,416.35197666472413,-142.12802333527577,-121.76902333527585,3.572121123656524,81.2033745356205,0.9581435991266668,1.0,0.0124233333333334,0.0296113333333331,0.0,0.0,11892.24367329,0.0,4419.147838791478,0.8,0.4187839199849514,-0.0031210748934523,-121.76902333527585,-125.722438631767,12.612035714285568,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4419.147838791478,0.0
2024-07-25,PLT_ALA,PLT_ALA_L01,Laminacion,156.0906,0.9354204545454547,509.93738871335614,-48.54261128664387,-28.18361128664384,4.019827215609506,91.56133681336352,0.7140396472526667,0.8393333333333333,0.1768299999999998,0.0295893333333334,0.0064065356914509,0.0,28414.130461036995,0.0,10553.19748076558,0.8,13.809589226499115,-0.0276741870487618,-28.18361128664384,-117.74187774800278,23.702154739069982,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,182.03614094017573,10553.19748076558,0.0
